"name","population","population_density","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date"
"59153191",558,9893.6,6.72257375717163,4,4,1,"2015-10"
"59153192",552,18278.1,7.51253461837769,2,2,1,"2015-10"
"59153193",664,13551,6.03568935394287,2,2,1,"2015-10"
"59153194",345,17336.7,5.79639005661011,4,4,1,"2015-10"
"59153195",371,18275.9,6.33788967132568,2,2,1,"2015-10"
"59153196",495,15372.7,8.31999969482422,1,1,1,"2015-10"
"59153197",528,734,12.3527774810791,12,12,1,"2015-10"
"59153198",517,7333.3,7.65634918212891,4,4,1,"2015-10"
"59153199",458,16014,3.63736152648926,2,2,1,"2015-10"
"59153200",578,4473.7,3.52762913703918,3,3,1,"2015-10"
"59153201",590,9562.4,3.96552157402039,4,4,1,"2015-10"
"59153202",479,17230.2,3.4188129901886,2,2,1,"2015-10"
"59153203",528,18526.3,3.41922974586487,2,2,1,"2015-10"
"59153204",400,13201.3,3.4169282913208,2,2,1,"2015-10"
"59153205",409,15261.2,3.69619917869568,2,2,1,"2015-10"
"59153206",562,16578.2,2.98563694953918,4,4,1,"2015-10"
"59153207",483,11985.1,2.64000010490417,2,2,1,"2015-10"
"59153208",605,2420,4.81145143508911,8,8,1,"2015-10"
"59153209",485,6726.8,2.8178825378418,2,2,1,"2015-10"
"59153210",499,5076.3,2.80514693260193,4,4,1,"2015-10"
"59153211",475,5529.7,3.1379725933075,4,4,1,"2015-10"
"59153212",426,5101.8,3.28000020980835,2,2,1,"2015-10"
"59153213",563,4443.6,3.17111110687256,4,4,1,"2015-10"
"59153214",604,2898.3,2.49449133872986,7,7,1,"2015-10"
"59153215",814,562.9,3.73973917961121,22,22,1,"2015-10"
"59153216",841,6089.8,4.50978326797485,4,4,1,"2015-10"
"59153217",546,4727.3,4.09033107757568,4,4,1,"2015-10"
"59153218",520,4933.6,4.37302255630493,4,4,1,"2015-10"
"59153219",489,10653.6,3.81410264968872,2,2,1,"2015-10"
"59153220",410,5678.7,3.6661913394928,2,2,1,"2015-10"
"59153221",631,8100.1,3.84736561775208,4,4,1,"2015-10"
"59153222",666,5131,3.62853240966797,4,4,1,"2015-10"
"59153223",479,3748,3.01617074012756,5,5,1,"2015-10"
"59153224",786,5687.4,4.26675271987915,4,4,1,"2015-10"
"59153225",579,5017.3,3.43654608726501,3,3,1,"2015-10"
"59153226",632,5979.2,2.89369130134583,4,4,1,"2015-10"
"59153227",694,6641.1,3.62627696990967,6,6,1,"2015-10"
"59153228",577,6534.5,3.00554180145264,2,2,1,"2015-10"
"59153229",580,7295.6,3.81137537956238,2,2,1,"2015-10"
"59153230",799,4493.8,3.97266459465027,5,5,1,"2015-10"
"59153231",482,8546.1,6.08594083786011,4,4,1,"2015-10"
"59153232",504,2718.4,6.07300806045532,6,6,1,"2015-10"
"59153246",943,54195.4,18.7543163299561,2,2,1,"2015-10"
"59153249",574,1846.3,3.13733148574829,9,9,1,"2015-10"
"59153250",385,542.4,3.15719366073608,13,13,1,"2015-10"
"59153251",536,3290.4,3.65881657600403,3,3,1,"2015-10"
"59153252",614,5061.8,3.45353841781616,4,4,1,"2015-10"
"59153253",432,1212.1,3.23712038993835,8,8,1,"2015-10"
"59153254",420,1680.7,3.3962938785553,5,5,1,"2015-10"
"59153255",631,3150.3,3.28887867927551,6,6,1,"2015-10"
"59153256",526,5943.5,4.03849983215332,4,4,1,"2015-10"
"59153257",581,6469.9,4.33588933944702,3,3,1,"2015-10"
"59153258",606,6740.8,5.85699987411499,6,6,1,"2015-10"
"59153259",527,15454.5,6.85380363464355,2,2,1,"2015-10"
"59153261",647,898.2,2.87927556037903,11,11,1,"2015-10"
"59153262",874,13384.4,3.07152104377747,4,4,1,"2015-10"
"59153263",323,1615,3.61850690841675,4,4,1,"2015-10"
"59153264",460,5342.6,3.77655339241028,4,4,1,"2015-10"
"59153265",571,5381.7,3.85445737838745,5,5,1,"2015-10"
"59153266",822,3474.2,3.43285250663757,6,6,1,"2015-10"
"59153267",711,4107.5,3.4211413860321,6,6,1,"2015-10"
"59153268",462,4652.6,3.4026095867157,2,2,1,"2015-10"
"59153269",369,2997.6,3.1772792339325,5,5,1,"2015-10"
"59153270",484,5475.1,3.34624290466309,3,3,1,"2015-10"
"59153271",473,3430,3.13030362129211,4,4,1,"2015-10"
"59153272",472,5124.9,3.48374629020691,2,2,1,"2015-10"
"59153273",645,5718.1,4.16088056564331,4,4,1,"2015-10"
"59153274",738,6542.6,4.43919706344604,2,2,1,"2015-10"
"59153275",600,15384.6,5.96437692642212,4,4,1,"2015-10"
"59153276",651,6471.2,3.9991819858551,4,4,1,"2015-10"
"59153277",405,8019.8,4.09000015258789,1,1,1,"2015-10"
"59153278",430,8464.6,4.23203182220459,2,2,1,"2015-10"
"59153279",485,4894,4.37530136108398,6,6,1,"2015-10"
"59153280",599,6776,2.91823053359985,4,4,1,"2015-10"
"59153281",598,7706.2,3.0992226600647,4,4,1,"2015-10"
"59153282",616,4301.7,3.36722230911255,6,6,1,"2015-10"
"59153283",597,5899.2,3.47057676315308,6,6,1,"2015-10"
"59153284",560,7320.3,3.45218586921692,3,3,1,"2015-10"
"59153285",573,7629.8,3.40567231178284,4,4,1,"2015-10"
"59153286",419,6801.9,3.32517123222351,2,2,1,"2015-10"
"59153287",738,6833.3,3.4241783618927,4,4,1,"2015-10"
"59153288",782,8584,3.35025095939636,3,3,1,"2015-10"
"59153289",646,7801.9,3.32727766036987,2,2,1,"2015-10"
"59153290",731,8213.5,3.32824969291687,4,4,1,"2015-10"
"59153291",658,6728,3.33412909507751,3,3,1,"2015-10"
"59153292",719,7140,3.31564807891846,2,2,1,"2015-10"
"59153293",495,6111.1,3.22824788093567,2,2,1,"2015-10"
"59153294",677,6534.7,3.21244382858276,4,4,1,"2015-10"
"59153295",778,4079.7,3.04177689552307,6,6,1,"2015-10"
"59153296",537,6540.8,3.23475003242493,4,4,1,"2015-10"
"59153297",1004,11057.3,3.3489682674408,4,4,1,"2015-10"
"59153298",612,7149.5,3.29205679893494,5,5,1,"2015-10"
"59153299",531,7651.3,3.38231515884399,4,4,1,"2015-10"
"59153300",513,7027.4,4.86654043197632,4,4,1,"2015-10"
"59153301",434,7457,3.67514729499817,2,2,1,"2015-10"
"59153302",525,9868.4,5.07466840744019,2,2,1,"2015-10"
"59153303",486,7726.6,5.22647857666016,2,2,1,"2015-10"
"59153304",666,8604.7,5.08506679534912,5,5,1,"2015-10"
"59153305",747,7789.4,5.34211826324463,3,3,1,"2015-10"
"59153306",834,6256.6,5.0799994468689,3,3,1,"2015-10"
"59153307",412,5722.2,4.40388870239258,4,4,1,"2015-10"
"59153308",706,7575.1,4.00880861282349,4,4,1,"2015-10"
"59153370",846,35103.7,7.37287378311157,4,4,1,"2015-10"
"59153371",896,35983.9,6.5440092086792,3,3,1,"2015-10"
"59153372",972,31764.7,4.79872941970825,3,3,1,"2015-10"
"59153373",1113,35110.4,4.95007658004761,2,2,1,"2015-10"
"59153394",1299,22630.7,2.64384889602661,4,4,1,"2015-10"
"59153400",884,18970,7.01583909988403,3,3,1,"2015-10"
"59153464",1675,25150.2,18.6562423706055,4,4,1,"2015-10"
"59153466",604,2335.7,15.2613162994385,6,6,1,"2015-10"
"59153467",932,54823.5,20.6500797271729,2,2,1,"2015-10"
"59153469",1063,31356.9,11.4409666061401,2,2,1,"2015-10"
"59153470",813,11001.4,17.0926704406738,4,4,1,"2015-10"
"59153471",1318,41708.9,11.6689376831055,2,2,1,"2015-10"
"59153472",442,26626.5,16.2686996459961,2,2,1,"2015-10"
"59153473",474,27558.1,13.6472425460815,4,4,1,"2015-10"
"59153474",915,56832.3,11.8571739196777,2,2,1,"2015-10"
"59153476",700,26819.9,8.05296325683594,2,2,1,"2015-10"
"59153477",360,44444.4,7.35044622421265,2,2,1,"2015-10"
"59153479",996,29467.5,14.9804525375366,4,4,1,"2015-10"
"59153480",626,70337.1,10.3900003433228,1,1,1,"2015-10"
"59153481",828,55570.5,10.3900003433228,1,1,1,"2015-10"
"59153482",605,62371.1,15.0108337402344,2,2,1,"2015-10"
"59153483",752,9894.7,17.29052734375,3,3,1,"2015-10"
"59153490",1162,11857.1,2.11746096611023,3,3,1,"2015-10"
"59153491",1025,18911.4,2.28342199325562,2,2,1,"2015-10"
"59153492",314,2665.5,2.19547867774963,5,5,1,"2015-10"
"59153498",767,9044.8,3.53041768074036,4,4,1,"2015-10"
"59153499",1128,68363.6,3.96589112281799,2,2,1,"2015-10"
"59153500",401,11828.9,3.96019101142883,2,2,1,"2015-10"
"59153539",1199,7145.4,2.35286283493042,6,6,1,"2015-10"
"59153540",583,5789.5,2.40500783920288,2,2,1,"2015-10"
"59153552",950,3816.8,6.92937088012695,5,5,1,"2015-10"
"59153553",565,17879.7,6.21273422241211,2,2,1,"2015-10"
"59153562",387,7385.5,11.7159767150879,3,3,1,"2015-10"
"59153578",698,3221,12.3112297058105,8,8,1,"2015-10"
"59153579",450,27108.4,11.8255920410156,4,4,1,"2015-10"
"59153580",924,22814.8,11.1883192062378,4,4,1,"2015-10"
"59153581",846,21804.1,10.5166273117065,2,2,1,"2015-10"
"59153582",1078,29056.6,11.0241088867188,2,2,1,"2015-10"
"59153583",1093,27601,11.5,1,1,1,"2015-10"
"59153584",1876,19664.6,17.6207237243652,5,5,1,"2015-10"
"59153585",730,5721,10.4820156097412,5,5,1,"2015-10"
"59153586",1171,297.9,1.14119648933411,47,47,1,"2015-10"
"59153587",753,49539.5,5.26947784423828,2,2,1,"2015-10"
"59153588",920,28048.8,4.44665575027466,4,4,1,"2015-10"
"59153589",936,28536.6,3.1828179359436,3,3,1,"2015-10"
"59153590",434,24659.1,2.61999988555908,1,1,1,"2015-10"
"59153591",871,22623.4,2.62455797195435,4,4,1,"2015-10"
"59153668",366,23018.9,7.90892744064331,3,3,1,"2015-10"
"59153669",513,30000,18.0104808807373,2,2,1,"2015-10"
"59153670",705,41964.3,11.0709218978882,2,2,1,"2015-10"
"59153671",419,26687.9,6.25,1,1,1,"2015-10"
"59153672",657,41062.5,6.25,1,1,1,"2015-10"
"59153673",669,37374.3,6.26794672012329,2,2,1,"2015-10"
"59153674",620,35838.2,6.29798269271851,2,2,1,"2015-10"
"59153675",727,41073.4,7.93111705780029,4,4,1,"2015-10"
"59153676",832,26838.7,6.24999952316284,2,2,1,"2015-10"
"59153677",412,26753.2,6.3124680519104,2,2,1,"2015-10"
"59153678",604,34712.6,7.58077955245972,3,3,1,"2015-10"
"59153679",694,9612.2,10.452787399292,4,4,1,"2015-10"
"59153680",758,29725.5,15.9891691207886,4,4,1,"2015-10"
"59153681",966,40588.2,18.6425037384033,2,2,1,"2015-10"
"59153682",741,14087.5,18.2323951721191,4,4,1,"2015-10"
"59153683",1353,34080.6,18.9501399993896,3,3,1,"2015-10"
"59153684",769,11308.8,15.9844675064087,4,4,1,"2015-10"
"59153685",507,32088.6,6.65662956237793,2,2,1,"2015-10"
"59153686",869,3564.4,7.0130729675293,6,6,1,"2015-10"
"59153687",617,8714.7,7.30756902694702,4,4,1,"2015-10"
"59153688",788,19650.9,6.02947616577148,2,2,1,"2015-10"
"59153689",829,2763.3,5.832594871521,12,12,1,"2015-10"
"59153690",467,16738.4,5.50330352783203,4,4,1,"2015-10"
"59153691",498,6475.9,7.07023811340332,4,4,1,"2015-10"
"59153692",1393,18450.3,7.2093620300293,4,4,1,"2015-10"
"59153799",285,4734.2,3.13523530960083,3,3,1,"2015-10"
"59153800",422,4153.5,2.72115993499756,3,3,1,"2015-10"
"59153801",364,4385.5,3.29032468795776,4,4,1,"2015-10"
"59153805",707,5057.2,3.55426096916199,6,6,1,"2015-10"
"59153806",549,5371.8,3.5326783657074,5,5,1,"2015-10"
"59153807",410,7495.4,4.20000028610229,1,1,1,"2015-10"
"59153809",853,7096.5,4.0422215461731,5,5,1,"2015-10"
"59153810",329,2945.4,2.930020570755,5,5,1,"2015-10"
"59153812",472,1509.9,2.89448595046997,9,9,1,"2015-10"
"59153814",365,5685.4,2.95460152626038,2,2,1,"2015-10"
"59153815",692,7529.9,2.82984352111816,2,2,1,"2015-10"
"59153816",408,6845.6,3.16114187240601,3,3,1,"2015-10"
"59153818",788,5815.5,3.17397713661194,5,5,1,"2015-10"
"59153821",435,6075.4,3.37303066253662,4,4,1,"2015-10"
"59153825",752,6499.6,3.15449833869934,3,3,1,"2015-10"
"59153826",520,4985.6,3.02926230430603,3,3,1,"2015-10"
"59153831",590,7642.5,4.40746212005615,4,4,1,"2015-10"
"59153832",3241,35113.8,3.97000026702881,2,2,1,"2015-10"
"59153833",369,5332.4,11.4766550064087,5,5,1,"2015-10"
"59153834",3714,17036.7,14.5422410964966,8,8,1,"2015-10"
"59153835",307,17344.6,6.21000003814697,1,1,1,"2015-10"
"59153836",244,13555.6,6.21190595626831,3,3,1,"2015-10"
"59153838",367,13745.3,6.28550958633423,2,2,1,"2015-10"
"59153839",1340,15296.8,6.21488380432129,5,5,1,"2015-10"
"59153843",2110,42626.3,21.0670585632324,4,4,1,"2015-10"
"59153845",3009,7322.9,21.7604541778564,8,8,1,"2015-10"
"59153846",2012,40977.6,16.3464546203613,4,4,1,"2015-10"
"59153847",1328,26991.9,16.3328056335449,2,2,1,"2015-10"
"59153849",839,24109.2,18.7540721893311,4,4,1,"2015-10"
"59153851",374,23821.7,17.8609161376953,2,2,1,"2015-10"
"59153852",1203,24303,14.7109632492065,2,2,1,"2015-10"
"59153955",656,18375.4,4.76919174194336,3,3,1,"2015-10"
"59153956",954,19875,5.76525831222534,4,4,1,"2015-10"
"59153986",1263,24195.4,5.41810846328735,4,4,1,"2015-10"
"59153987",1333,15446.1,6.19068479537964,4,4,1,"2015-10"
"59153988",1175,22169.8,4.55316352844238,2,2,1,"2015-10"
"59153989",501,14073,5.04600191116333,4,4,1,"2015-10"
"59153990",704,19340.7,4.20458984375,2,2,1,"2015-10"
"59153991",1115,10136.4,4.71306228637695,3,3,1,"2015-10"
"59153994",612,22750.9,10.5002183914185,2,2,1,"2015-10"
"59153995",197,2747.6,11.3428001403809,6,6,1,"2015-10"
"59153996",797,61307.7,10.7700004577637,1,1,1,"2015-10"
"59153997",949,7260.9,10.7013940811157,4,4,1,"2015-10"
"59154000",1668,4425.6,13.5912618637085,9,9,1,"2015-10"
"59154001",4685,16438.6,14.4500436782837,8,8,1,"2015-10"
"59154002",1248,36598.2,10.6155223846436,4,4,1,"2015-10"
"59154026",68,2000,23.95383644104,2,2,1,"2015-10"
"59154027",1499,17697.8,24.4503726959229,5,5,1,"2015-10"
"59150307",632,2110.9,4.21178960800171,5,5,1,"2015-11"
"59150308",501,4575.3,4.14018774032593,2,2,1,"2015-11"
"59150309",745,6663.7,4.21711111068726,4,4,1,"2015-11"
"59150310",536,4895,4.01999998092651,1,1,1,"2015-11"
"59150311",532,6567.9,3.82003927230835,4,4,1,"2015-11"
"59150312",562,6445,3.63314771652222,2,2,1,"2015-11"
"59150313",1088,6296.3,3.70226716995239,4,4,1,"2015-11"
"59150328",556,2393.5,4.94474840164185,3,3,1,"2015-11"
"59150329",959,3109.6,4.54987668991089,8,8,1,"2015-11"
"59150330",506,6462.3,3.99389886856079,4,4,1,"2015-11"
"59150331",782,5068,3.4204421043396,4,4,1,"2015-11"
"59150332",683,6103.7,3.14268636703491,4,4,1,"2015-11"
"59150333",541,5426.3,3.12507700920105,4,4,1,"2015-11"
"59150334",507,5767.9,3.08850932121277,4,4,1,"2015-11"
"59150335",618,6457.7,3.23902940750122,4,4,1,"2015-11"
"59150336",597,4396.2,3.07844638824463,6,6,1,"2015-11"
"59150337",449,4586.3,3.03483867645264,3,3,1,"2015-11"
"59150338",513,6812.7,2.99351739883423,3,3,1,"2015-11"
"59150339",631,6498.5,3.11282324790955,3,3,1,"2015-11"
"59150340",581,7326.6,3.75726795196533,4,4,1,"2015-11"
"59150341",494,7635.2,3.25035095214844,3,3,1,"2015-11"
"59150342",445,5548.6,3.24904227256775,6,6,1,"2015-11"
"59150343",505,8305.9,3.3406822681427,3,3,1,"2015-11"
"59150344",490,8419.2,3.35167813301086,2,2,1,"2015-11"
"59150345",632,7400.5,5.02430057525635,3,3,1,"2015-11"
"59150346",418,6066.8,4.05657768249512,4,4,1,"2015-11"
"59150347",542,8262.2,5.02391910552979,4,4,1,"2015-11"
"59150348",569,14515.3,6.18326044082642,2,2,1,"2015-11"
"59150349",411,11480.4,6.28999996185303,1,1,1,"2015-11"
"59150350",572,5607.8,5.72928380966187,4,4,1,"2015-11"
"59150351",415,14664.3,5.41892194747925,2,2,1,"2015-11"
"59150352",771,13743.3,5.41383600234985,2,2,1,"2015-11"
"59150353",490,11807.2,5.12434434890747,2,2,1,"2015-11"
"59150354",549,12767.4,4.82643365859985,2,2,1,"2015-11"
"59150355",519,18872.7,5.60720682144165,4,4,1,"2015-11"
"59150356",479,5622.1,4.60491275787354,4,4,1,"2015-11"
"59150357",924,10620.7,5.81069755554199,2,2,1,"2015-11"
"59150358",545,6278.8,5.16012239456177,4,4,1,"2015-11"
"59150359",496,11753.6,5.87277746200562,6,6,1,"2015-11"
"59150360",642,7287.2,5.40354776382446,3,3,1,"2015-11"
"59150361",524,9323.8,5.56167268753052,2,2,1,"2015-11"
"59150362",427,7625,5.32836437225342,2,2,1,"2015-11"
"59150363",480,4938.3,4.39385890960693,4,4,1,"2015-11"
"59150364",493,8529.4,3.98723554611206,4,4,1,"2015-11"
"59150365",361,5348.1,3.63403463363647,4,4,1,"2015-11"
"59150366",636,5422,3.53263664245605,3,3,1,"2015-11"
"59150367",1245,12266,3.49585866928101,5,5,1,"2015-11"
"59150368",509,6869.1,3.56252074241638,4,4,1,"2015-11"
"59150369",537,6929,3.62497735023499,3,3,1,"2015-11"
"59150370",1317,11624,3.6320333480835,4,4,1,"2015-11"
"59150371",535,7514,3.53106570243835,4,4,1,"2015-11"
"59150372",709,7227.3,3.60072255134583,3,3,1,"2015-11"
"59150373",719,6129.6,3.55490946769714,6,6,1,"2015-11"
"59150375",474,6422.8,3.18126463890076,3,3,1,"2015-11"
"59150376",465,6888.9,3.05509829521179,4,4,1,"2015-11"
"59150377",503,7518.7,2.75108909606934,2,2,1,"2015-11"
"59150378",862,14887.7,2.97000002861023,1,1,1,"2015-11"
"59150379",578,7234,2.85027670860291,4,4,1,"2015-11"
"59150380",591,10404.9,2.80582904815674,2,2,1,"2015-11"
"59150381",638,8775.8,2.92632269859314,2,2,1,"2015-11"
"59150382",583,8740.6,2.88835954666138,4,4,1,"2015-11"
"59150383",538,8485.8,2.98563528060913,4,4,1,"2015-11"
"59150384",468,8055.1,2.9366888999939,2,2,1,"2015-11"
"59150385",512,7441.9,3.04539465904236,2,2,1,"2015-11"
"59150386",586,5250.9,2.99283170700073,4,4,1,"2015-11"
"59150387",482,7566.7,3.25096106529236,4,4,1,"2015-11"
"59150388",787,2799.7,3.34016036987305,6,6,1,"2015-11"
"59150389",702,6868.9,3.53122639656067,4,4,1,"2015-11"
"59150390",601,5235.2,3.36882710456848,2,2,1,"2015-11"
"59150391",516,7701.5,3.39103245735168,3,3,1,"2015-11"
"59150392",503,3674.2,3.22350811958313,3,3,1,"2015-11"
"59150393",596,7137.7,3.19000005722046,1,1,1,"2015-11"
"59150394",617,7820,3.14075016975403,2,2,1,"2015-11"
"59150395",748,9432.5,3.25952959060669,4,4,1,"2015-11"
"59150396",660,5246.4,3.42627573013306,4,4,1,"2015-11"
"59150397",456,7651,3.33789992332458,2,2,1,"2015-11"
"59150398",492,7687.5,3.40658926963806,4,4,1,"2015-11"
"59150399",478,7320.1,3.53999996185303,2,2,1,"2015-11"
"59150400",711,7414,3.31247305870056,6,6,1,"2015-11"
"59150401",623,6720.6,3.22483777999878,2,2,1,"2015-11"
"59150402",702,4117.3,3.20526838302612,4,4,1,"2015-11"
"59150403",649,6838.8,3.18039059638977,4,4,1,"2015-11"
"59150404",537,9538.2,3.8110888004303,2,2,1,"2015-11"
"59150405",473,7221.4,4.1993522644043,3,3,1,"2015-11"
"59150406",739,6621.9,3.94478058815002,5,5,1,"2015-11"
"59150407",767,7899.1,3.63076782226562,4,4,1,"2015-11"
"59150408",753,9194.1,3.91050481796265,6,6,1,"2015-11"
"59150409",482,8087.2,3.7734739780426,4,4,1,"2015-11"
"59150410",581,6693.5,3.53253412246704,2,2,1,"2015-11"
"59150412",448,7593.2,3.29592680931091,4,4,1,"2015-11"
"59150414",649,9140.8,3.13015866279602,4,4,1,"2015-11"
"59150415",886,7540.4,3.24168586730957,4,4,1,"2015-11"
"59150416",663,7424.4,3.05060935020447,2,2,1,"2015-11"
"59150417",484,6816.9,3.1385440826416,4,4,1,"2015-11"
"59150419",447,4890.6,2.81338500976562,4,4,1,"2015-11"
"59150420",556,6457.6,3.80937433242798,4,4,1,"2015-11"
"59150421",642,6400.8,3.89672446250916,5,5,1,"2015-11"
"59150422",894,10275.9,3.37491059303284,2,2,1,"2015-11"
"59150423",468,3518.8,4.02641582489014,4,4,1,"2015-11"
"59150424",862,5727.6,2.90034604072571,4,4,1,"2015-11"
"59150425",388,4439.4,3.44518637657166,4,4,1,"2015-11"
"59150426",634,2536,2.97675776481628,7,7,1,"2015-11"
"59150427",568,5541.5,3.05480647087097,4,4,1,"2015-11"
"59150428",589,3918.8,3.4150607585907,4,4,1,"2015-11"
"59150429",562,5137.1,2.82279849052429,3,3,1,"2015-11"
"59150430",545,6550.5,3.90518689155579,4,4,1,"2015-11"
"59150431",600,5763.7,3.74855780601501,4,4,1,"2015-11"
"59150432",878,6626.4,4.28698921203613,6,6,1,"2015-11"
"59150433",496,7873,4.33837938308716,3,3,1,"2015-11"
"59150434",477,6943.2,4.25539112091064,3,3,1,"2015-11"
"59150435",598,8704.5,4.36047983169556,3,3,1,"2015-11"
"59150436",776,7152.1,4.37227296829224,6,6,1,"2015-11"
"59150437",1252,12061.7,4.66858768463135,7,7,1,"2015-11"
"59150438",819,9285.7,4.43039703369141,2,2,1,"2015-11"
"59150439",507,4941.5,4.13135004043579,6,6,1,"2015-11"
"59150440",642,5676.4,3.82705926895142,4,4,1,"2015-11"
"59150441",651,5641.2,3.42623829841614,3,3,1,"2015-11"
"59150442",641,6116.4,3.65792512893677,6,6,1,"2015-11"
"59150443",690,5817.9,3.2072012424469,2,2,1,"2015-11"
"59150444",764,7527.1,2.96860432624817,2,2,1,"2015-11"
"59150445",627,7108.8,2.73033285140991,8,8,1,"2015-11"
"59150446",507,6057.3,2.65147376060486,2,2,1,"2015-11"
"59150447",693,8794.4,2.67290067672729,4,4,1,"2015-11"
"59150448",636,6278.4,2.66109442710876,2,2,1,"2015-11"
"59150449",617,5215.6,2.63585066795349,6,6,1,"2015-11"
"59150450",575,4107.1,2.80151081085205,4,4,1,"2015-11"
"59150451",506,6239.2,2.93732571601868,2,2,1,"2015-11"
"59150452",424,5083.9,2.61663413047791,5,5,1,"2015-11"
"59150453",632,6112.2,3.13355302810669,2,2,1,"2015-11"
"59150454",683,4526.2,3.32609415054321,4,4,1,"2015-11"
"59150455",822,5425.7,3.50056266784668,4,4,1,"2015-11"
"59150457",731,5285.6,4.00093173980713,4,4,1,"2015-11"
"59150459",678,6759.7,4.42653131484985,4,4,1,"2015-11"
"59150460",516,8113.2,4.17402601242065,3,3,1,"2015-11"
"59150461",369,8443.9,4.12961292266846,2,2,1,"2015-11"
"59150462",449,10490.7,3.71999979019165,1,1,1,"2015-11"
"59150463",555,5787.3,3.40967750549316,4,4,1,"2015-11"
"59150465",518,7719.8,3.30672407150269,4,4,1,"2015-11"
"59150466",481,8016.7,3.30664205551147,2,2,1,"2015-11"
"59150468",564,6706.3,3.42365288734436,2,2,1,"2015-11"
"59150469",641,7798.1,3.19579410552979,4,4,1,"2015-11"
"59150470",578,9059.6,3.18651151657104,4,4,1,"2015-11"
"59150471",634,8544.5,3.23697519302368,3,3,1,"2015-11"
"59150472",472,8054.6,3.31617569923401,4,4,1,"2015-11"
"59150473",658,7852,3.58185911178589,2,2,1,"2015-11"
"59150474",649,7707.8,3.5335328578949,4,4,1,"2015-11"
"59150475",696,8477.5,3.79999971389771,1,1,1,"2015-11"
"59150476",896,5848.6,3.85251760482788,5,5,1,"2015-11"
"59150477",615,7834.4,3.75793671607971,6,6,1,"2015-11"
"59150478",765,7758.6,3.71336770057678,2,2,1,"2015-11"
"59150479",472,2862.3,3.63109612464905,4,4,1,"2015-11"
"59150480",535,8346.3,3.51721525192261,4,4,1,"2015-11"
"59150481",477,8457.4,3.43095541000366,2,2,1,"2015-11"
"59150482",846,9505.6,3.70378375053406,4,4,1,"2015-11"
"59150483",502,8422.8,2.92423009872437,2,2,1,"2015-11"
"59150484",697,7676.2,3.71830058097839,4,4,1,"2015-11"
"59150485",538,3907,3.25729990005493,4,4,1,"2015-11"
"59150486",585,9766.3,3.45876407623291,4,4,1,"2015-11"
"59150487",437,2629.4,3.40164637565613,5,5,1,"2015-11"
"59150488",472,6742.9,8.23935317993164,4,4,1,"2015-11"
"59150489",572,4758.7,5.10212421417236,2,2,1,"2015-11"
"59150490",524,5586.4,5.43038320541382,2,2,1,"2015-11"
"59150491",470,15932.2,5.43036079406738,3,3,1,"2015-11"
"59150492",576,8067.2,4.43478918075562,2,2,1,"2015-11"
"59150493",464,12817.7,6.24933671951294,4,4,1,"2015-11"
"59150494",404,15419.8,5.39819478988647,2,2,1,"2015-11"
"59150495",635,992.3,6.11107206344604,11,11,1,"2015-11"
"59150496",599,17163.3,6.66904926300049,4,4,1,"2015-11"
"59150497",624,20064.3,7.13117790222168,2,2,1,"2015-11"
"59150498",600,15957.4,6.78009986877441,4,4,1,"2015-11"
"59150499",629,17818.7,6.9840874671936,2,2,1,"2015-11"
"59150500",722,15833.3,7.25999879837036,2,2,1,"2015-11"
"59150503",527,12370.9,6.05079126358032,4,4,1,"2015-11"
"59150504",1013,4640.4,3.22099423408508,5,5,1,"2015-11"
"59150505",646,6140.7,3.45368123054504,5,5,1,"2015-11"
"59150506",386,4478,2.7701780796051,2,2,1,"2015-11"
"59150507",474,3220.1,3.01390409469604,4,4,1,"2015-11"
"59150508",464,3668,2.73446893692017,4,4,1,"2015-11"
"59150509",427,2583.2,2.42543196678162,4,4,1,"2015-11"
"59150510",459,2462.4,2.44128179550171,5,5,1,"2015-11"
"59150511",346,2709.5,2.81805968284607,6,6,1,"2015-11"
"59150512",459,2075,2.71001625061035,4,4,1,"2015-11"
"59150513",471,2783.7,3.010822057724,4,4,1,"2015-11"
"59150514",608,3018.9,3.05265378952026,6,6,1,"2015-11"
"59150515",383,1847.6,3.16688108444214,6,6,1,"2015-11"
"59150516",471,3062.4,3.36228585243225,4,4,1,"2015-11"
"59150517",406,2976.5,3.57044911384583,3,3,1,"2015-11"
"59150518",414,3174.8,3.62223696708679,4,4,1,"2015-11"
"59150519",403,2583.3,3.71931433677673,6,6,1,"2015-11"
"59150520",1012,6155.7,4.31401681900024,6,6,1,"2015-11"
"59150521",608,3855.4,4.06330490112305,4,4,1,"2015-11"
"59150522",585,4791.2,3.62690401077271,3,3,1,"2015-11"
"59150523",613,5239.3,3.45081949234009,6,6,1,"2015-11"
"59150524",502,5796.8,3.64190530776978,3,3,1,"2015-11"
"59150525",523,6339.4,3.66445183753967,2,2,1,"2015-11"
"59150526",559,6817.1,3.31027412414551,4,4,1,"2015-11"
"59150527",561,8806.9,3.58666253089905,4,4,1,"2015-11"
"59150528",552,7206.3,3.69076037406921,4,4,1,"2015-11"
"59150529",537,5587.9,3.66267800331116,4,4,1,"2015-11"
"59150530",581,11785,3.3669593334198,2,2,1,"2015-11"
"59150531",757,4358.1,3.33142161369324,4,4,1,"2015-11"
"59150532",595,6356.8,3.5550684928894,3,3,1,"2015-11"
"59150533",620,6391.8,3.50143527984619,2,2,1,"2015-11"
