"name","population","population_density","ntl_mean","n_pixels","n_non_na_pixels","prop_non_na_pixels","date"
"59153164",1593,16074.7,9.8339672088623,4,4,1,"2024-03"
"59153165",525,16104.3,9.54073810577393,2,2,1,"2024-03"
"59153166",1091,9864.4,5.88080072402954,3,3,1,"2024-03"
"59153167",616,3634.2,4.67956209182739,4,4,1,"2024-03"
"59153168",1096,36655.5,10.3172035217285,2,2,1,"2024-03"
"59153171",742,11041.7,10.4783773422241,4,4,1,"2024-03"
"59153172",784,37874.4,10.4199991226196,2,2,1,"2024-03"
"59153181",554,640.9,19.978889465332,17,17,1,"2024-03"
"59153182",454,30469.8,8.66794013977051,2,2,1,"2024-03"
"59153183",814,10369.4,9.58540630340576,3,3,1,"2024-03"
"59153184",639,8287.9,7.86952066421509,3,3,1,"2024-03"
"59153185",447,8514.3,8.4323616027832,2,2,1,"2024-03"
"59153186",483,6939.7,7.45904684066772,4,4,1,"2024-03"
"59153187",815,14476,8.29813766479492,4,4,1,"2024-03"
"59153188",252,1547,8.76181316375732,4,4,1,"2024-03"
"59153189",535,2392.7,8.62452030181885,4,4,1,"2024-03"
"59153190",629,3130.9,13.5409603118896,5,5,1,"2024-03"
"59153191",558,9893.6,7.82199716567993,4,4,1,"2024-03"
"59153192",552,18278.1,6.29491949081421,2,2,1,"2024-03"
"59153193",664,13551,4.77307844161987,2,2,1,"2024-03"
"59153194",345,17336.7,6.0138897895813,4,4,1,"2024-03"
"59153195",371,18275.9,12.0173311233521,2,2,1,"2024-03"
"59153196",495,15372.7,14.1300001144409,1,1,1,"2024-03"
"59153197",528,734,17.3549041748047,12,12,1,"2024-03"
"59153198",517,7333.3,9.50265121459961,4,4,1,"2024-03"
"59153199",458,16014,8.7046012878418,2,2,1,"2024-03"
"59153200",578,4473.7,8.70329475402832,3,3,1,"2024-03"
"59153201",590,9562.4,6.74159622192383,4,4,1,"2024-03"
"59153202",479,17230.2,5.78091192245483,2,2,1,"2024-03"
"59153203",528,18526.3,5.77793216705322,2,2,1,"2024-03"
"59153204",400,13201.3,5.79439210891724,2,2,1,"2024-03"
"59153205",409,15261.2,3.7741596698761,2,2,1,"2024-03"
"59153206",562,16578.2,5.11603116989136,4,4,1,"2024-03"
"59153207",483,11985.1,4.92999982833862,2,2,1,"2024-03"
"59153208",605,2420,6.10562419891357,8,8,1,"2024-03"
"59153209",485,6726.8,4.73533582687378,2,2,1,"2024-03"
"59153210",499,5076.3,3.78047609329224,4,4,1,"2024-03"
"59153211",475,5529.7,3.61739134788513,4,4,1,"2024-03"
"59153212",426,5101.8,3.61000037193298,2,2,1,"2024-03"
"59153213",563,4443.6,4.64651584625244,4,4,1,"2024-03"
"59153214",604,2898.3,3.17574620246887,7,7,1,"2024-03"
"59153215",814,562.9,5.10485792160034,22,22,1,"2024-03"
"59153216",841,6089.8,4.85513782501221,4,4,1,"2024-03"
"59153217",546,4727.3,4.10250043869019,4,4,1,"2024-03"
"59153218",520,4933.6,4.72468376159668,4,4,1,"2024-03"
"59153219",489,10653.6,4.09138822555542,2,2,1,"2024-03"
"59153220",410,5678.7,3.69755244255066,2,2,1,"2024-03"
"59153221",631,8100.1,4.47076368331909,4,4,1,"2024-03"
"59153222",666,5131,5.49167203903198,4,4,1,"2024-03"
"59153223",479,3748,4.74055194854736,5,5,1,"2024-03"
"59153224",786,5687.4,4.50142335891724,4,4,1,"2024-03"
"59153225",579,5017.3,4.41033363342285,3,3,1,"2024-03"
"59153226",632,5979.2,4.01659250259399,4,4,1,"2024-03"
"59153227",694,6641.1,4.70831346511841,6,6,1,"2024-03"
"59153228",577,6534.5,4.10207605361938,2,2,1,"2024-03"
"59153229",580,7295.6,3.13042569160461,2,2,1,"2024-03"
"59153230",799,4493.8,4.38687705993652,5,5,1,"2024-03"
"59153231",482,8546.1,4.77719020843506,4,4,1,"2024-03"
"59153232",504,2718.4,6.41623687744141,6,6,1,"2024-03"
"59153246",943,54195.4,28.8693389892578,2,2,1,"2024-03"
"59153249",574,1846.3,3.9046151638031,9,9,1,"2024-03"
"59153250",385,542.4,3.93260979652405,13,13,1,"2024-03"
"59153251",536,3290.4,5.57687377929688,3,3,1,"2024-03"
"59153252",614,5061.8,4.59972667694092,4,4,1,"2024-03"
"59153253",432,1212.1,4.54495286941528,8,8,1,"2024-03"
"59153254",420,1680.7,4.0260157585144,5,5,1,"2024-03"
"59153255",631,3150.3,3.75496101379395,6,6,1,"2024-03"
"59153256",526,5943.5,5.37933111190796,4,4,1,"2024-03"
"59153257",581,6469.9,5.9730486869812,3,3,1,"2024-03"
"59153258",606,6740.8,7.60169172286987,6,6,1,"2024-03"
"59153259",527,15454.5,8.38367557525635,2,2,1,"2024-03"
"59153261",647,898.2,3.07111763954163,11,11,1,"2024-03"
"59153262",874,13384.4,4.02931976318359,4,4,1,"2024-03"
"59153263",323,1615,4.02000331878662,4,4,1,"2024-03"
"59153264",460,5342.6,4.04126119613647,4,4,1,"2024-03"
"59153265",571,5381.7,4.13048934936523,5,5,1,"2024-03"
"59153266",822,3474.2,3.81693553924561,6,6,1,"2024-03"
"59153267",711,4107.5,3.89091420173645,6,6,1,"2024-03"
"59153268",462,4652.6,3.796138048172,2,2,1,"2024-03"
"59153269",369,2997.6,3.35110640525818,5,5,1,"2024-03"
"59153270",484,5475.1,4.19338703155518,3,3,1,"2024-03"
"59153271",473,3430,4.04290580749512,4,4,1,"2024-03"
"59153272",472,5124.9,4.02083826065063,2,2,1,"2024-03"
"59153273",645,5718.1,4.61331129074097,4,4,1,"2024-03"
"59153274",738,6542.6,4.85670566558838,2,2,1,"2024-03"
"59153275",600,15384.6,8.06154727935791,4,4,1,"2024-03"
"59153276",651,6471.2,4.19524049758911,4,4,1,"2024-03"
"59153277",405,8019.8,4.23999977111816,1,1,1,"2024-03"
"59153278",430,8464.6,4.6537446975708,2,2,1,"2024-03"
"59153279",485,4894,4.62354516983032,6,6,1,"2024-03"
"59153280",599,6776,2.99354195594788,4,4,1,"2024-03"
"59153281",598,7706.2,3.91000032424927,4,4,1,"2024-03"
"59153282",616,4301.7,4.05281734466553,6,6,1,"2024-03"
"59153283",597,5899.2,4.00423908233643,6,6,1,"2024-03"
"59153284",560,7320.3,4.10795640945435,3,3,1,"2024-03"
"59153285",573,7629.8,3.29628586769104,4,4,1,"2024-03"
"59153286",419,6801.9,3.59722661972046,2,2,1,"2024-03"
"59153287",738,6833.3,3.7115581035614,4,4,1,"2024-03"
"59153288",782,8584,3.54066252708435,3,3,1,"2024-03"
"59153289",646,7801.9,3.62460947036743,2,2,1,"2024-03"
"59153290",731,8213.5,3.64066123962402,4,4,1,"2024-03"
"59153291",658,6728,3.56577706336975,3,3,1,"2024-03"
"59153292",719,7140,3.73465204238892,2,2,1,"2024-03"
"59153293",495,6111.1,4.08981895446777,2,2,1,"2024-03"
"59153294",677,6534.7,3.21284937858582,4,4,1,"2024-03"
"59153295",778,4079.7,3.71293973922729,6,6,1,"2024-03"
"59153296",537,6540.8,4.05855274200439,4,4,1,"2024-03"
"59153297",1004,11057.3,3.64722299575806,4,4,1,"2024-03"
"59153298",612,7149.5,3.88420820236206,5,5,1,"2024-03"
"59153299",531,7651.3,3.53703331947327,4,4,1,"2024-03"
"59153300",513,7027.4,7.63189792633057,4,4,1,"2024-03"
"59153301",434,7457,5.33681106567383,2,2,1,"2024-03"
"59153302",525,9868.4,8.88381385803223,2,2,1,"2024-03"
"59153303",486,7726.6,8.71629905700684,2,2,1,"2024-03"
"59153304",666,8604.7,8.88354873657227,5,5,1,"2024-03"
"59153305",747,7789.4,8.59867477416992,3,3,1,"2024-03"
"59153306",834,6256.6,8.89471435546875,3,3,1,"2024-03"
"59153307",412,5722.2,6.63479995727539,4,4,1,"2024-03"
"59153308",706,7575.1,4.32520627975464,4,4,1,"2024-03"
"59153370",846,35103.7,11.0488691329956,4,4,1,"2024-03"
"59153371",896,35983.9,10.8088006973267,3,3,1,"2024-03"
"59153372",972,31764.7,4.36815786361694,3,3,1,"2024-03"
"59153373",1113,35110.4,4.4302225112915,2,2,1,"2024-03"
"59153394",1299,22630.7,4.06751203536987,4,4,1,"2024-03"
"59153400",884,18970,8.61519813537598,3,3,1,"2024-03"
"59153464",1675,25150.2,29.8720626831055,4,4,1,"2024-03"
"59153466",604,2335.7,46.6699104309082,6,6,1,"2024-03"
"59153467",932,54823.5,25.7456436157227,2,2,1,"2024-03"
"59153469",1063,31356.9,7.35492181777954,2,2,1,"2024-03"
"59153470",813,11001.4,22.6746692657471,4,4,1,"2024-03"
"59153471",1318,41708.9,6.4823431968689,2,2,1,"2024-03"
"59153472",442,26626.5,16.1530838012695,2,2,1,"2024-03"
"59153473",474,27558.1,10.3346710205078,4,4,1,"2024-03"
"59153474",915,56832.3,7.11788320541382,2,2,1,"2024-03"
"59153476",700,26819.9,10.0760974884033,2,2,1,"2024-03"
"59153477",360,44444.4,10.2071895599365,2,2,1,"2024-03"
"59153479",996,29467.5,17.4050884246826,4,4,1,"2024-03"
"59153480",626,70337.1,9.64000034332275,1,1,1,"2024-03"
"59153481",828,55570.5,9.63999938964844,1,1,1,"2024-03"
"59153482",605,62371.1,16.7812881469727,2,2,1,"2024-03"
"59153483",752,9894.7,32.5434532165527,3,3,1,"2024-03"
"59153490",1162,11857.1,2.53298783302307,3,3,1,"2024-03"
"59153491",1025,18911.4,2.60893869400024,2,2,1,"2024-03"
"59153492",314,2665.5,2.57034087181091,5,5,1,"2024-03"
"59153498",767,9044.8,5.62643051147461,4,4,1,"2024-03"
"59153499",1128,68363.6,5.72202348709106,2,2,1,"2024-03"
"59153500",401,11828.9,5.57773399353027,2,2,1,"2024-03"
"59153539",1199,7145.4,3.08673524856567,6,6,1,"2024-03"
"59153540",583,5789.5,2.90642428398132,2,2,1,"2024-03"
"59153552",950,3816.8,10.7439079284668,5,5,1,"2024-03"
"59153553",565,17879.7,8.6641731262207,2,2,1,"2024-03"
"59153562",387,7385.5,6.67951440811157,3,3,1,"2024-03"
"59153578",698,3221,21.7923603057861,8,8,1,"2024-03"
"59153579",450,27108.4,17.7629585266113,4,4,1,"2024-03"
"59153580",924,22814.8,16.8611431121826,4,4,1,"2024-03"
"59153581",846,21804.1,14.5271310806274,2,2,1,"2024-03"
"59153582",1078,29056.6,16.2712326049805,2,2,1,"2024-03"
"59153583",1093,27601,17.3999996185303,1,1,1,"2024-03"
"59153584",1876,19664.6,53.1094207763672,5,5,1,"2024-03"
"59153585",730,5721,13.1744356155396,5,5,1,"2024-03"
"59153586",1171,297.9,0.953471660614014,47,45,0.957446808510638,"2024-03"
"59153587",753,49539.5,3.52322149276733,2,2,1,"2024-03"
"59153588",920,28048.8,4.14213037490845,4,4,1,"2024-03"
"59153589",936,28536.6,4.53970193862915,3,3,1,"2024-03"
"59153590",434,24659.1,5.17000007629395,1,1,1,"2024-03"
"59153591",871,22623.4,3.2367832660675,4,4,1,"2024-03"
"59153668",366,23018.9,10.8519306182861,3,3,1,"2024-03"
"59153669",513,30000,21.7000179290771,2,2,1,"2024-03"
"59153670",705,41964.3,14.0939483642578,2,2,1,"2024-03"
"59153671",419,26687.9,8.8100004196167,1,1,1,"2024-03"
"59153672",657,41062.5,8.8100004196167,1,1,1,"2024-03"
"59153673",669,37374.3,8.82967090606689,2,2,1,"2024-03"
"59153674",620,35838.2,8.84049797058105,2,2,1,"2024-03"
"59153675",727,41073.4,9.85526752471924,4,4,1,"2024-03"
"59153676",832,26838.7,8.46646690368652,2,2,1,"2024-03"
"59153677",412,26753.2,8.82390975952148,2,2,1,"2024-03"
"59153678",604,34712.6,10.9922294616699,3,3,1,"2024-03"
"59153679",694,9612.2,12.3343276977539,4,4,1,"2024-03"
"59153680",758,29725.5,20.6133728027344,4,4,1,"2024-03"
"59153681",966,40588.2,22.4162178039551,2,2,1,"2024-03"
"59153682",741,14087.5,27.272891998291,4,4,1,"2024-03"
"59153683",1353,34080.6,26.0155982971191,3,3,1,"2024-03"
"59153684",769,11308.8,21.2124481201172,4,4,1,"2024-03"
"59153685",507,32088.6,10.0660619735718,2,2,1,"2024-03"
"59153686",869,3564.4,10.3014554977417,6,6,1,"2024-03"
"59153687",617,8714.7,11.3100185394287,4,4,1,"2024-03"
"59153688",788,19650.9,11.1181678771973,2,2,1,"2024-03"
"59153689",829,2763.3,8.67393016815186,12,12,1,"2024-03"
"59153690",467,16738.4,7.43954563140869,4,4,1,"2024-03"
"59153691",498,6475.9,10.2298984527588,4,4,1,"2024-03"
"59153692",1393,18450.3,7.34907960891724,4,4,1,"2024-03"
"59153799",285,4734.2,2.82350826263428,3,3,1,"2024-03"
"59153800",422,4153.5,2.60664701461792,3,3,1,"2024-03"
"59153801",364,4385.5,3.53181433677673,4,4,1,"2024-03"
"59153805",707,5057.2,3.69749426841736,6,6,1,"2024-03"
"59153806",549,5371.8,3.94526839256287,5,5,1,"2024-03"
"59153807",410,7495.4,4.69999980926514,1,1,1,"2024-03"
"59153809",853,7096.5,4.33476638793945,5,5,1,"2024-03"
"59153810",329,2945.4,3.25742268562317,5,5,1,"2024-03"
"59153812",472,1509.9,3.17547941207886,9,9,1,"2024-03"
"59153814",365,5685.4,3.49000000953674,2,2,1,"2024-03"
"59153815",692,7529.9,3.44672822952271,2,2,1,"2024-03"
"59153816",408,6845.6,3.76935958862305,3,3,1,"2024-03"
"59153818",788,5815.5,4.22637605667114,5,5,1,"2024-03"
"59153821",435,6075.4,4.36682033538818,4,4,1,"2024-03"
"59153825",752,6499.6,3.73119878768921,3,3,1,"2024-03"
"59153826",520,4985.6,3.75839281082153,3,3,1,"2024-03"
"59153831",590,7642.5,4.92714023590088,4,4,1,"2024-03"
"59153832",3241,35113.8,5.57000017166138,2,2,1,"2024-03"
"59153833",369,5332.4,7.52459144592285,5,5,1,"2024-03"
"59153834",3714,17036.7,9.52329158782959,8,8,1,"2024-03"
"59153835",307,17344.6,7.60000038146973,1,1,1,"2024-03"
"59153836",244,13555.6,7.13726949691772,3,3,1,"2024-03"
"59153838",367,13745.3,10.405909538269,2,2,1,"2024-03"
"59153839",1340,15296.8,8.87039852142334,5,5,1,"2024-03"
"59153843",2110,42626.3,25.5879135131836,4,4,1,"2024-03"
"59153845",3009,7322.9,42.2002792358398,8,8,1,"2024-03"
"59153846",2012,40977.6,24.0452251434326,4,4,1,"2024-03"
"59153847",1328,26991.9,28.2250366210938,2,2,1,"2024-03"
"59153849",839,24109.2,26.1534996032715,4,4,1,"2024-03"
"59153851",374,23821.7,26.1319904327393,2,2,1,"2024-03"
"59153852",1203,24303,16.9111518859863,2,2,1,"2024-03"
"59153955",656,18375.4,4.47902679443359,3,3,1,"2024-03"
"59153956",954,19875,7.01122522354126,4,4,1,"2024-03"
"59153986",1263,24195.4,7.77519941329956,4,4,1,"2024-03"
"59153987",1333,15446.1,6.82487964630127,4,4,1,"2024-03"
"59153988",1175,22169.8,5.59981203079224,2,2,1,"2024-03"
"59153989",501,14073,6.79400062561035,4,4,1,"2024-03"
"59153990",704,19340.7,5.66042423248291,2,2,1,"2024-03"
"59153991",1115,10136.4,6.92301893234253,3,3,1,"2024-03"
"59153994",612,22750.9,10.3738174438477,2,2,1,"2024-03"
"59153995",197,2747.6,16.1884613037109,6,6,1,"2024-03"
"59153996",797,61307.7,12.1700000762939,1,1,1,"2024-03"
"59153997",949,7260.9,9.81570720672607,4,4,1,"2024-03"
"59154000",1668,4425.6,13.8921928405762,9,9,1,"2024-03"
"59154001",4685,16438.6,30.7408714294434,8,8,1,"2024-03"
"59154002",1248,36598.2,10.3006715774536,4,4,1,"2024-03"
"59154026",68,2000,63.7620468139648,2,2,1,"2024-03"
"59154027",1499,17697.8,32.0168533325195,5,5,1,"2024-03"
"59150307",632,2110.9,3.8133499622345,5,5,1,"2024-04"
"59150308",501,4575.3,4.05840253829956,2,2,1,"2024-04"
"59150309",745,6663.7,5.45611572265625,4,4,1,"2024-04"
"59150310",536,4895,5.07999992370605,1,1,1,"2024-04"
"59150311",532,6567.9,5.12079763412476,4,4,1,"2024-04"
"59150312",562,6445,5.50202083587646,2,2,1,"2024-04"
"59150313",1088,6296.3,5.1240668296814,4,4,1,"2024-04"
"59150328",556,2393.5,5.16356563568115,3,3,1,"2024-04"
"59150329",959,3109.6,5.01284456253052,8,8,1,"2024-04"
"59150330",506,6462.3,3.8857753276825,4,4,1,"2024-04"
"59150331",782,5068,3.83575057983398,4,4,1,"2024-04"
"59150332",683,6103.7,3.69763875007629,4,4,1,"2024-04"
"59150333",541,5426.3,3.95257210731506,4,4,1,"2024-04"
"59150334",507,5767.9,3.97015595436096,4,4,1,"2024-04"
"59150335",618,6457.7,3.87015819549561,4,4,1,"2024-04"
"59150336",597,4396.2,3.8407576084137,6,6,1,"2024-04"
"59150337",449,4586.3,3.88191413879395,3,3,1,"2024-04"
"59150338",513,6812.7,4.04558753967285,3,3,1,"2024-04"
"59150339",631,6498.5,3.90705013275146,3,3,1,"2024-04"
"59150340",581,7326.6,4.41294765472412,4,4,1,"2024-04"
"59150341",494,7635.2,4.70621061325073,3,3,1,"2024-04"
"59150342",445,5548.6,4.39210987091064,6,6,1,"2024-04"
"59150343",505,8305.9,4.54772281646729,3,3,1,"2024-04"
"59150344",490,8419.2,3.75000023841858,2,2,1,"2024-04"
"59150345",632,7400.5,4.94669437408447,3,3,1,"2024-04"
"59150346",418,6066.8,4.58806943893433,4,4,1,"2024-04"
"59150347",542,8262.2,5.18333101272583,4,4,1,"2024-04"
"59150348",569,14515.3,5.19944524765015,2,2,1,"2024-04"
"59150349",411,11480.4,5.16999959945679,1,1,1,"2024-04"
"59150350",572,5607.8,7.22003173828125,4,4,1,"2024-04"
"59150351",415,14664.3,5.63957166671753,2,2,1,"2024-04"
"59150352",771,13743.3,6.72289800643921,2,2,1,"2024-04"
"59150353",490,11807.2,5.34101343154907,2,2,1,"2024-04"
"59150354",549,12767.4,5.27150106430054,2,2,1,"2024-04"
"59150355",519,18872.7,6.14907503128052,4,4,1,"2024-04"
"59150356",479,5622.1,5.2361102104187,4,4,1,"2024-04"
"59150357",924,10620.7,6.42571783065796,2,2,1,"2024-04"
"59150358",545,6278.8,5.54233264923096,4,4,1,"2024-04"
"59150359",496,11753.6,6.3820219039917,6,6,1,"2024-04"
"59150360",642,7287.2,5.14612579345703,3,3,1,"2024-04"
"59150361",524,9323.8,5.58483743667603,2,2,1,"2024-04"
"59150362",427,7625,4.92775869369507,2,2,1,"2024-04"
"59150363",480,4938.3,4.4809365272522,4,4,1,"2024-04"
"59150364",493,8529.4,4.10663032531738,4,4,1,"2024-04"
"59150365",361,5348.1,3.91346192359924,4,4,1,"2024-04"
"59150366",636,5422,3.71642851829529,3,3,1,"2024-04"
"59150367",1245,12266,4.17970085144043,5,5,1,"2024-04"
"59150368",509,6869.1,4.6862998008728,4,4,1,"2024-04"
"59150369",537,6929,4.79730701446533,3,3,1,"2024-04"
"59150370",1317,11624,4.82080411911011,4,4,1,"2024-04"
"59150371",535,7514,4.60246753692627,4,4,1,"2024-04"
"59150372",709,7227.3,4.69334745407104,3,3,1,"2024-04"
"59150373",719,6129.6,4.56347322463989,6,6,1,"2024-04"
"59150375",474,6422.8,3.92004156112671,3,3,1,"2024-04"
"59150376",465,6888.9,4.32445430755615,4,4,1,"2024-04"
"59150377",503,7518.7,3.84953689575195,2,2,1,"2024-04"
"59150378",862,14887.7,4.48000001907349,1,1,1,"2024-04"
"59150379",578,7234,3.55467772483826,4,4,1,"2024-04"
"59150380",591,10404.9,3.08320879936218,2,2,1,"2024-04"
"59150381",638,8775.8,3.28058075904846,2,2,1,"2024-04"
"59150382",583,8740.6,3.1855251789093,4,4,1,"2024-04"
"59150383",538,8485.8,3.3427414894104,4,4,1,"2024-04"
"59150384",468,8055.1,3.2433443069458,2,2,1,"2024-04"
"59150385",512,7441.9,3.37081027030945,2,2,1,"2024-04"
"59150386",586,5250.9,3.40261745452881,4,4,1,"2024-04"
"59150387",482,7566.7,3.61849451065063,4,4,1,"2024-04"
"59150388",787,2799.7,4.01919031143188,6,6,1,"2024-04"
"59150389",702,6868.9,3.92614150047302,4,4,1,"2024-04"
"59150390",601,5235.2,3.78917217254639,2,2,1,"2024-04"
"59150391",516,7701.5,3.77125096321106,3,3,1,"2024-04"
"59150392",503,3674.2,3.65420150756836,3,3,1,"2024-04"
"59150393",596,7137.7,3.54999995231628,1,1,1,"2024-04"
"59150394",617,7820,3.40225076675415,2,2,1,"2024-04"
"59150395",748,9432.5,3.61577129364014,4,4,1,"2024-04"
"59150396",660,5246.4,3.94019985198975,4,4,1,"2024-04"
"59150397",456,7651,3.69790005683899,2,2,1,"2024-04"
"59150398",492,7687.5,3.75509285926819,4,4,1,"2024-04"
"59150399",478,7320.1,3.87272715568542,2,2,1,"2024-04"
"59150400",711,7414,4.0618839263916,6,6,1,"2024-04"
"59150401",623,6720.6,3.85185074806213,2,2,1,"2024-04"
"59150402",702,4117.3,3.80950331687927,4,4,1,"2024-04"
"59150403",649,6838.8,3.46520781517029,4,4,1,"2024-04"
"59150404",537,9538.2,3.42103695869446,2,2,1,"2024-04"
"59150405",473,7221.4,4.50182485580444,3,3,1,"2024-04"
"59150406",739,6621.9,3.95053672790527,5,5,1,"2024-04"
"59150407",767,7899.1,3.67951726913452,4,4,1,"2024-04"
"59150408",753,9194.1,4.14684295654297,6,6,1,"2024-04"
"59150409",482,8087.2,4.21674633026123,4,4,1,"2024-04"
"59150410",581,6693.5,4.38162088394165,2,2,1,"2024-04"
"59150412",448,7593.2,3.79461026191711,4,4,1,"2024-04"
"59150414",649,9140.8,3.3528847694397,4,4,1,"2024-04"
"59150415",886,7540.4,3.41254162788391,4,4,1,"2024-04"
"59150416",663,7424.4,3.40158534049988,2,2,1,"2024-04"
"59150417",484,6816.9,3.65257000923157,4,4,1,"2024-04"
"59150419",447,4890.6,3.50459384918213,4,4,1,"2024-04"
"59150420",556,6457.6,4.97500133514404,4,4,1,"2024-04"
"59150421",642,6400.8,4.98055219650269,5,5,1,"2024-04"
"59150422",894,10275.9,3.91120791435242,2,2,1,"2024-04"
"59150423",468,3518.8,4.9167947769165,4,4,1,"2024-04"
"59150424",862,5727.6,3.50375771522522,4,4,1,"2024-04"
"59150425",388,4439.4,3.91561198234558,4,4,1,"2024-04"
"59150426",634,2536,3.53195786476135,7,7,1,"2024-04"
"59150427",568,5541.5,3.73024439811707,4,4,1,"2024-04"
"59150428",589,3918.8,4.13622140884399,4,4,1,"2024-04"
"59150429",562,5137.1,3.19971394538879,3,3,1,"2024-04"
"59150430",545,6550.5,4.26257038116455,4,4,1,"2024-04"
"59150431",600,5763.7,4.07894229888916,4,4,1,"2024-04"
"59150432",878,6626.4,4.68197584152222,6,6,1,"2024-04"
"59150433",496,7873,5.03817844390869,3,3,1,"2024-04"
"59150434",477,6943.2,4.97359657287598,3,3,1,"2024-04"
"59150435",598,8704.5,5.49033212661743,3,3,1,"2024-04"
"59150436",776,7152.1,5.25240612030029,6,6,1,"2024-04"
"59150437",1252,12061.7,6.13330030441284,7,7,1,"2024-04"
"59150438",819,9285.7,5.51026487350464,2,2,1,"2024-04"
"59150439",507,4941.5,5.07675933837891,6,6,1,"2024-04"
"59150440",642,5676.4,4.94400405883789,4,4,1,"2024-04"
"59150441",651,5641.2,4.32815313339233,3,3,1,"2024-04"
"59150442",641,6116.4,4.23574924468994,6,6,1,"2024-04"
"59150443",690,5817.9,3.07839703559875,2,2,1,"2024-04"
"59150444",764,7527.1,3.27168083190918,2,2,1,"2024-04"
"59150445",627,7108.8,3.46101570129395,8,8,1,"2024-04"
"59150446",507,6057.3,3.43836808204651,2,2,1,"2024-04"
"59150447",693,8794.4,3.52815461158752,4,4,1,"2024-04"
"59150448",636,6278.4,3.27160406112671,2,2,1,"2024-04"
"59150449",617,5215.6,3.00549650192261,6,6,1,"2024-04"
"59150450",575,4107.1,3.49879670143127,4,4,1,"2024-04"
"59150451",506,6239.2,3.08037066459656,2,2,1,"2024-04"
"59150452",424,5083.9,2.84378361701965,5,5,1,"2024-04"
"59150453",632,6112.2,3.16124129295349,2,2,1,"2024-04"
"59150454",683,4526.2,3.55398869514465,4,4,1,"2024-04"
"59150455",822,5425.7,3.92357993125916,4,4,1,"2024-04"
"59150457",731,5285.6,4.29122161865234,4,4,1,"2024-04"
"59150459",678,6759.7,4.62135171890259,4,4,1,"2024-04"
"59150460",516,8113.2,4.01137733459473,3,3,1,"2024-04"
"59150461",369,8443.9,3.8820161819458,2,2,1,"2024-04"
"59150462",449,10490.7,3.36999988555908,1,1,1,"2024-04"
"59150463",555,5787.3,3.81976652145386,4,4,1,"2024-04"
"59150465",518,7719.8,3.82591390609741,4,4,1,"2024-04"
"59150466",481,8016.7,4.04316806793213,2,2,1,"2024-04"
"59150468",564,6706.3,4.13545799255371,2,2,1,"2024-04"
"59150469",641,7798.1,4.02300262451172,4,4,1,"2024-04"
"59150470",578,9059.6,3.8962733745575,4,4,1,"2024-04"
"59150471",634,8544.5,3.5856921672821,3,3,1,"2024-04"
"59150472",472,8054.6,3.68128275871277,4,4,1,"2024-04"
"59150473",658,7852,3.88369941711426,2,2,1,"2024-04"
"59150474",649,7707.8,4.08379602432251,4,4,1,"2024-04"
"59150475",696,8477.5,4.21999979019165,1,1,1,"2024-04"
"59150476",896,5848.6,4.34356212615967,5,5,1,"2024-04"
"59150477",615,7834.4,4.38309192657471,6,6,1,"2024-04"
"59150478",765,7758.6,4.44582176208496,2,2,1,"2024-04"
"59150479",472,2862.3,4.31264734268188,4,4,1,"2024-04"
"59150480",535,8346.3,3.69999027252197,4,4,1,"2024-04"
"59150481",477,8457.4,3.61419129371643,2,2,1,"2024-04"
"59150482",846,9505.6,5.0124077796936,4,4,1,"2024-04"
"59150483",502,8422.8,3.22332811355591,2,2,1,"2024-04"
"59150484",697,7676.2,7.31890821456909,4,4,1,"2024-04"
"59150485",538,3907,5.14500617980957,4,4,1,"2024-04"
"59150486",585,9766.3,5.91279745101929,4,4,1,"2024-04"
"59150487",437,2629.4,4.79956436157227,5,5,1,"2024-04"
"59150488",472,6742.9,7.82480478286743,4,4,1,"2024-04"
"59150489",572,4758.7,7.92333984375,2,2,1,"2024-04"
"59150490",524,5586.4,8.57001495361328,2,2,1,"2024-04"
"59150491",470,15932.2,8.50748348236084,3,3,1,"2024-04"
"59150492",576,8067.2,6.35396385192871,2,2,1,"2024-04"
"59150493",464,12817.7,7.95792579650879,4,4,1,"2024-04"
"59150494",404,15419.8,6.13651990890503,2,2,1,"2024-04"
"59150495",635,992.3,7.50946617126465,11,11,1,"2024-04"
"59150496",599,17163.3,7.43708562850952,4,4,1,"2024-04"
"59150497",624,20064.3,7.8726544380188,2,2,1,"2024-04"
"59150498",600,15957.4,8.45718288421631,4,4,1,"2024-04"
"59150499",629,17818.7,9.91978931427002,2,2,1,"2024-04"
"59150500",722,15833.3,10.3499765396118,2,2,1,"2024-04"
"59150503",527,12370.9,7.88645696640015,4,4,1,"2024-04"
"59150504",1013,4640.4,3.70090794563293,5,5,1,"2024-04"
"59150505",646,6140.7,4.35117053985596,5,5,1,"2024-04"
"59150506",386,4478,3.26612615585327,2,2,1,"2024-04"
"59150507",474,3220.1,4.00039768218994,4,4,1,"2024-04"
"59150508",464,3668,3.25118613243103,4,4,1,"2024-04"
"59150509",427,2583.2,2.51734161376953,4,4,1,"2024-04"
"59150510",459,2462.4,2.77518320083618,5,5,1,"2024-04"
"59150511",346,2709.5,3.5558774471283,6,6,1,"2024-04"
"59150512",459,2075,3.39619898796082,4,4,1,"2024-04"
"59150513",471,2783.7,3.85677337646484,4,4,1,"2024-04"
"59150514",608,3018.9,3.65708065032959,6,6,1,"2024-04"
"59150515",383,1847.6,3.75207304954529,6,6,1,"2024-04"
