name,date,total_ntl,total_pixels,weighted_ntl_mean,prev_weighted_ntl_mean,pct_change
Arbutus Ridge,1月 2024,157.43687438964852,37,4.25505065917969,2.67113471031189,59.29749416055685
Arbutus Ridge,3月 2024,125.97859454154958,37,3.40482687950134,4.25505065917969,-19.9815195582715
Arbutus Ridge,5月 2024,126.38201880455034,37,3.41573023796082,3.40482687950134,0.32023238905693296
Arbutus Ridge,7月 2024,98.70958614349382,37,2.66782665252686,3.41573023796082,-21.895862182619435
Arbutus Ridge,9月 2024,74.71300554275501,37,2.01927042007446,2.66782665252686,-24.310283872384037
Arbutus Ridge,11月 2024,90.93662071228009,37,2.4577465057373,2.01927042007446,21.71457974641511
Downtown,1月 2012,815.4566688537612,54,15.1010494232178,NA,NA
Downtown,3月 2012,623.1649417877196,54,11.5400915145874,15.1010494232178,-23.5808638779464
Downtown,5月 2012,567.0999584197974,54,10.5018510818481,11.5400915145874,-8.996812819264902
Downtown,7月 2012,533.3738536834719,54,9.87729358673096,10.5018510818481,-5.947118181828483
Downtown,9月 2012,998.3358764648424,54,18.4877014160156,9.87729358673096,87.17375618815016
Downtown,11月 2012,539.5095443725575,35,15.4145584106445,18.4877014160156,-16.6226343460355
Downtown,1月 2013,710.379919052125,53,13.4033946990967,15.4145584106445,-13.047170460355154
Downtown,3月 2013,1411.2047309875506,54,26.1334209442139,13.4033946990967,94.97613500835814
Downtown,5月 2013,981.13736343384,54,18.16921043396,26.1334209442139,-30.47519315306948
Downtown,7月 2013,860.4396057128886,54,15.9340667724609,18.16921043396,-12.301820542082565
Downtown,9月 2013,904.4778556823705,54,16.7495899200439,15.9340667724609,5.118110518982389
Downtown,11月 2013,853.455802917483,54,15.8047370910645,16.7495899200439,-5.6410505181903785
Downtown,1月 2014,1059.6321716308614,54,19.6228179931641,15.8047370910645,24.15782610049379
Downtown,3月 2014,1104.0039253234854,54,20.4445171356201,19.6228179931641,4.187467583617444
Downtown,5月 2014,784.4388656616215,54,14.5266456604004,20.4445171356201,-28.946007557738323
Downtown,7月 2014,656.7185268402084,54,12.161454200744599,14.5266456604004,-16.28174538670897
Downtown,9月 2014,1109.9751663207996,54,20.5550956726074,12.161454200744599,69.01840300766739
Downtown,11月 2014,732.8344173431418,54,13.571007728576701,20.5550956726074,-33.97740421776773
Downtown,1月 2015,511.8755664825438,53,9.65802955627441,13.571007728576701,-28.8333648507374
Downtown,3月 2015,782.6039772033672,54,14.4926662445068,9.65802955627441,50.05820970066852
Downtown,5月 2015,798.5404567718509,53,15.066801071167,14.4926662445068,3.9615541886767383
Downtown,7月 2015,699.6229877471903,54,12.9559812545776,15.066801071167,-14.009741063276056
Downtown,9月 2015,710.8123569488514,54,13.1631917953491,12.9559812545776,1.599342702802143
Downtown,11月 2015,916.06314468384,54,16.96413230896,13.1631917953491,28.87552329788184
Downtown,1月 2016,556.8579540252701,54,10.3121843338013,16.96413230896,-39.211837387317004
Downtown,3月 2016,1260.7447013854955,54,23.3471240997314,10.3121843338013,126.40328512363908
Downtown,5月 2016,657.2115726470946,54,12.1705846786499,23.3471240997314,-47.87116123313055
Downtown,7月 2016,649.8209323883052,54,12.0337209701538,12.1705846786499,-1.1245450576930156
Downtown,9月 2016,713.5039730072016,54,13.2130365371704,12.0337209701538,9.800090678033458
Downtown,11月 2016,631.4483585357658,54,11.6934881210327,13.2130365371704,-11.500372468228361
Downtown,1月 2017,864.4846000671396,54,16.0089740753174,11.6934881210327,36.90503560287178
Downtown,3月 2017,869.5559577941892,54,16.1028881072998,16.0089740753174,0.5866336689694376
Downtown,5月 2017,790.4838523864752,54,14.6385898590088,16.1028881072998,-9.093388953172953
Downtown,7月 2017,609.3906097412106,54,11.2850112915039,14.6385898590088,-22.90916406433137
Downtown,9月 2017,672.4994430542004,54,12.4536933898926,11.2850112915039,10.356056083599679
Downtown,11月 2017,628.0030059814464,48,13.0833959579468,12.4536933898926,5.056351945883514
Downtown,1月 2018,903.4307899475111,54,16.7301998138428,13.0833959579468,27.87352662579125
Downtown,3月 2018,1122.0550460815427,54,20.7787971496582,16.7301998138428,24.19933641477214
Downtown,5月 2018,885.9324531555179,54,16.406156539917,20.7787971496582,-21.043761957188785
Downtown,7月 2018,622.1218414306644,54,11.5207748413086,16.406156539917,-29.7777342714122
Downtown,9月 2018,725.6039886474606,54,13.4371109008789,11.5207748413086,16.633742833851173
Downtown,11月 2018,850.9797077178941,54,15.7588834762573,13.4371109008789,17.278807866552153
Downtown,1月 2019,953.3022651672354,54,17.6537456512451,15.7588834762573,12.024089002514954
Downtown,3月 2019,982.250244140625,54,18.1898193359375,17.6537456512451,3.036600250636283
Downtown,5月 2019,844.0891685485866,54,15.6312808990479,18.1898193359375,-14.06577157055493
Downtown,7月 2019,677.4358234405518,54,12.5451078414917,15.6312808990479,-19.74357109623805
Downtown,9月 2019,1149.8023910522468,54,21.292636871337905,12.5451078414917,69.72860768015578
Downtown,11月 2019,1513.3863372802757,54,28.0256729125977,21.292636871337905,31.62142895661344
Downtown,1月 2020,484.59553050994884,49,9.88970470428467,28.0256729125977,-64.71198127828292
Downtown,3月 2020,989.4528121948254,54,18.3232002258301,9.88970470428467,85.27550390752978
Downtown,5月 2020,1010.0727767944314,54,18.7050514221191,18.3232002258301,2.0839765520365208
Downtown,7月 2020,647.552324295045,54,11.9917097091675,18.7050514221191,-35.89052797263599
Downtown,9月 2020,808.7761402130124,54,14.977335929870598,11.9917097091675,24.897419076285907
Downtown,11月 2020,637.1987190246587,53,12.0226173400879,14.977335929870598,-19.727931613591224
Downtown,1月 2021,262.5237436294555,54,4.86155080795288,12.0226173400879,-59.563290833996255
Downtown,3月 2021,934.5327415466328,54,17.3061618804932,4.86155080795288,255.9802738702744
Downtown,5月 2021,988.6169929504392,54,18.3077220916748,17.3061618804932,5.787304071797221
Downtown,7月 2021,563.4662818908672,54,10.4345607757568,18.3077220916748,-43.00459268768461
Downtown,9月 2021,848.8026638031024,54,15.7185678482056,10.4345607757568,50.639477655115385
Downtown,11月 2021,713.9106559753434,54,13.2205677032471,15.7185678482056,-15.89203398860327
Downtown,1月 2022,395.6221647262573,54,7.32633638381958,13.2205677032471,-44.583798908876204
Downtown,3月 2022,818.9148387908951,54,15.1650896072388,7.32633638381958,106.99417570740168
Downtown,5月 2022,707.9498176574717,54,13.1101818084717,15.1650896072388,-13.55025161068765
Downtown,7月 2022,675.5358419418342,53,12.7459592819214,13.1101818084717,-2.7781653364634673
