GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA21_1: Population, 2021",v_CA21_6: Population density per square kilometre,v_CA21_386: Average age,v_CA21_906: Median total income of household in 2020 ($),v_CA21_5853: University certificate or diploma above bachelor level,v_CA21_4410: Immigrants
59150307,DA,59150307,0.2991,677,297,266,677,2263.5,42.8,114000,10,190
59150308,DA,59150308,0.1096,541,229,218,541,4936.1,43.0,114000,25,160
59150309,DA,59150309,0.1119,761,299,282,761,6800.7,43.3,94000,25,210
59150310,DA,59150310,0.1094,748,411,389,748,6837.3,37.0,67000,10,195
59150311,DA,59150311,0.0809,537,202,187,537,6637.8,41.0,92000,0,155
59150312,DA,59150312,0.0871,555,218,201,555,6372,40.6,96000,10,215
59150313,DA,59150313,0.1728,1003,368,355,1003,5804.4,45.6,90000,0,350
59150328,DA,59150328,0.2322,508,177,169,508,2187.8,41.4,95000,0,290
59150329,DA,59150329,0.3085,966,369,350,966,3131.3,42.5,86000,15,445
59150330,DA,59150330,0.0782,544,221,209,544,6956.5,41.7,88000,35,300
59150331,DA,59150331,0.1544,858,344,317,858,5557,42.8,87000,15,310
59150332,DA,59150332,0.1118,660,273,251,660,5903.4,45.9,100000,0,330
59150333,DA,59150333,0.0996,621,260,242,621,6234.9,43.3,78000,10,260
59150334,DA,59150334,0.0878,507,222,210,507,5774.5,46.9,89000,0,235
59150335,DA,59150335,0.0957,857,335,314,857,8955.1,41.2,89000,10,355
59150336,DA,59150336,0.1357,610,235,225,610,4495.2,42.7,95000,20,245
59150337,DA,59150337,0.0979,433,169,163,433,4422.9,43.4,123000,15,150
59150338,DA,59150338,0.0753,479,180,173,479,6361.2,44.9,102000,10,245
59150339,DA,59150339,0.0971,588,232,216,588,6055.6,41.6,109000,35,190
59150340,DA,59150340,0.0793,534,210,200,534,6733.9,42.5,92000,25,205
59150341,DA,59150341,0.0646,459,185,176,459,7105.3,41.7,97000,10,170
59150342,DA,59150342,0.0803,461,191,184,461,5741,44.3,95000,25,185
59150343,DA,59150343,0.0607,470,213,190,470,7743,45.5,85000,10,75
59150344,DA,59150344,0.0582,480,228,215,480,8247.4,41.1,100000,10,120
59150345,DA,59150345,0.0853,597,323,304,597,6998.8,39.3,86000,20,125
59150346,DA,59150346,0.069,409,191,182,409,5927.5,39.5,99000,15,100
59150347,DA,59150347,0.0657,504,308,285,504,7671.2,39.7,67000,10,55
59150348,DA,59150348,0.0392,529,315,298,529,13494.9,41.8,81000,15,90
59150349,DA,59150349,0.0358,420,223,214,420,11731.8,40.1,72000,10,140
59150350,DA,59150350,0.102,511,304,275,511,5009.8,40.4,42400,0,110
59150351,DA,59150351,0.0283,459,260,257,459,16219.1,39.8,79000,0,100
59150352,DA,59150352,0.0561,748,549,525,748,13333.3,55.4,30600,15,395
59150353,DA,59150353,0.0416,495,281,272,495,11899,40.8,82000,15,125
59150354,DA,59150354,0.043,525,325,315,525,12209.3,41.6,66000,10,145
59150355,DA,59150355,0.0275,531,299,285,531,19309.1,36.6,56000,15,105
59150356,DA,59150356,0.0852,473,238,212,473,5551.6,39.7,90000,30,80
59150357,DA,59150357,0.0869,919,546,530,919,10575.4,39.6,57600,20,245
59150358,DA,59150358,0.0868,512,248,234,512,5898.6,37.9,106000,20,90
59150359,DA,59150359,0.0422,482,283,269,482,11421.8,41.9,63200,10,190
59150360,DA,59150360,0.0881,611,346,332,611,6935.3,40.2,63200,15,195
59150361,DA,59150361,0.0561,488,224,206,488,8698.8,38.1,93000,10,215
59150362,DA,59150362,0.056,397,172,161,397,7089.3,41.6,99000,10,230
59150363,DA,59150363,0.0971,515,214,205,515,5303.8,38.8,99000,10,115
59150364,DA,59150364,0.0578,433,201,183,433,7491.3,38.1,104000,15,160
59150365,DA,59150365,0.0675,345,152,145,345,5111.1,39.8,100000,0,120
59150366,DA,59150366,0.1173,861,403,386,861,7340.2,37.8,90000,20,265
59150367,DA,59150367,0.1014,1340,719,659,1340,13215,35.6,88000,25,390
59150368,DA,59150368,0.0741,508,169,155,508,6855.6,42.3,109000,10,185
59150369,DA,59150369,0.0775,538,210,202,538,6941.9,40.5,89000,0,185
59150371,DA,59150371,0.0712,548,200,191,548,7696.6,37.5,125000,10,235
59150373,DA,59150373,0.1172,685,268,241,685,5844.7,40.5,117000,0,215
59150375,DA,59150375,0.0738,411,153,147,411,5569.1,43.1,89000,0,205
59150376,DA,59150376,0.0675,459,183,170,459,6800,42.7,103000,0,145
59150377,DA,59150377,0.0669,480,195,180,480,7174.9,38.9,105000,20,150
59150378,DA,59150378,0.0579,789,379,353,789,13626.9,38.8,107000,30,260
59150379,DA,59150379,0.08,573,243,221,573,7162.5,42.0,116000,20,265
59150380,DA,59150380,0.0568,607,235,219,607,10686.6,41.3,95000,0,325
59150381,DA,59150381,0.0727,668,263,240,668,9188.4,40.5,99000,25,285
59150382,DA,59150382,0.0666,598,217,204,598,8979,39.1,103000,10,210
59150383,DA,59150383,0.0634,530,207,193,530,8359.6,38.5,106000,0,155
59150384,DA,59150384,0.058,489,216,202,489,8431,39.3,89000,10,240
59150385,DA,59150385,0.0688,486,193,181,486,7064,42.5,91000,0,280
59150386,DA,59150386,0.1116,614,201,191,614,5501.8,41.4,88000,10,210
59150387,DA,59150387,0.0637,540,189,184,540,8477.2,40.1,98000,10,310
59150388,DA,59150388,0.2783,816,305,285,816,2932.1,40.7,94000,10,420
59150389,DA,59150389,0.1023,725,282,267,725,7087,42.8,84000,15,390
59150390,DA,59150390,0.1148,606,220,208,606,5278.7,46.1,95000,0,310
59150391,DA,59150391,0.067,526,195,186,526,7850.7,38.5,52000,10,230
59150392,DA,59150392,0.1368,467,167,153,467,3413.7,44.2,78000,0,315
59150393,DA,59150393,0.0835,636,229,203,636,7616.8,41.0,98000,0,330
59150394,DA,59150394,0.0789,614,226,208,614,7782,45.4,78500,15,385
59150395,DA,59150395,0.0793,705,250,233,705,8890.3,45.4,80000,0,435
59150396,DA,59150396,0.1258,639,323,302,639,5079.5,51.2,38000,10,330
59150397,DA,59150397,0.0596,411,165,145,411,6896,45.2,82000,10,250
59150398,DA,59150398,0.064,469,163,148,469,7328.1,41.3,101000,15,245
59150399,DA,59150399,0.0654,536,219,204,536,8195.7,39.3,74000,15,270
59150400,DA,59150400,0.0958,767,267,248,767,8006.3,40.6,95000,20,385
59150401,DA,59150401,0.0926,639,211,201,639,6900.6,42.2,94000,10,360
59150402,DA,59150402,0.1704,732,275,251,732,4295.8,41.2,86000,0,305
59150403,DA,59150403,0.0949,646,249,235,646,6807.2,44.6,98000,0,285
59150404,DA,59150404,0.0564,504,191,173,504,8936.2,42.8,78500,0,280
59150405,DA,59150405,0.0654,517,203,184,517,7905.2,40.6,81000,0,300
59150406,DA,59150406,0.1118,702,274,247,702,6279.1,44.9,90000,0,260
59150407,DA,59150407,0.0971,800,285,270,800,8238.9,41.5,84000,0,520
59150408,DA,59150408,0.0819,710,300,279,710,8669.1,43.6,76000,20,340
59150409,DA,59150409,0.0596,480,179,170,480,8053.7,39.3,88000,10,255
59150410,DA,59150410,0.0868,739,307,293,739,8513.8,39.3,81000,10,360
59150412,DA,59150412,0.059,440,172,157,440,7457.6,42.6,97000,10,220
59150414,DA,59150414,0.0711,583,224,199,583,8199.7,44.4,91000,0,390
59150415,DA,59150415,0.1174,807,311,286,807,6873.9,39.9,88000,15,290
59150416,DA,59150416,0.0893,597,247,227,597,6685.3,44.0,93000,10,290
59150417,DA,59150417,0.071,539,198,191,539,7591.5,40.2,100000,30,180
59150419,DA,59150419,0.0914,452,189,177,452,4945.3,40.5,93000,15,165
59150420,DA,59150420,0.0861,530,194,184,530,6155.6,40.6,85000,0,280
59150421,DA,59150421,0.1003,630,225,210,630,6281.2,42.6,94000,0,355
59150422,DA,59150422,0.087,896,393,328,896,10298.9,37.0,132000,25,290
59150423,DA,59150423,0.133,514,193,186,514,3864.7,43.6,81000,0,240
59150424,DA,59150424,0.1505,883,340,323,883,5867.1,43.4,84000,20,200
59150425,DA,59150425,0.0874,414,144,135,414,4736.8,42.4,104000,0,225
59150426,DA,59150426,0.2494,685,196,192,685,2746.6,52.8,91000,10,205
59150427,DA,59150427,0.1026,553,220,203,553,5389.9,41.9,98000,15,165
59150428,DA,59150428,0.1505,600,258,243,600,3986.7,56.0,52800,0,290
59150429,DA,59150429,0.1093,574,226,212,574,5251.6,42.5,94000,10,350
59150430,DA,59150430,0.0833,524,214,199,524,6290.5,42.5,86000,15,235
59150431,DA,59150431,0.104,632,250,234,632,6076.9,42.4,79000,15,330
59150432,DA,59150432,0.1325,858,356,339,858,6475.5,39.7,75000,15,430
59150433,DA,59150433,0.063,466,175,166,466,7396.8,42.3,102000,0,270
59150434,DA,59150434,0.0687,494,198,185,494,7190.7,42.4,92000,0,180
59150435,DA,59150435,0.0688,560,210,202,560,8139.5,44.3,87000,0,405
59150436,DA,59150436,0.1086,873,345,326,873,8038.7,40.4,80000,20,490
59150437,DA,59150437,0.1038,1212,634,595,1212,11676.3,39.6,75000,20,635
59150438,DA,59150438,0.0882,857,352,333,857,9716.6,40.0,78500,20,545
59150439,DA,59150439,0.1026,483,177,165,483,4707.6,42.2,78500,10,245
59150440,DA,59150440,0.1131,682,243,228,682,6030.1,43.6,99000,20,400
59150442,DA,59150442,0.1047,668,240,223,668,6380.1,46.2,93000,0,390
59150443,DA,59150443,0.1186,790,321,304,790,6661,39.9,83000,10,310
59150444,DA,59150444,0.1015,737,249,234,737,7261.1,42.0,101000,10,455
59150445,DA,59150445,0.0881,633,236,219,633,7185,43.6,93000,15,365
59150446,DA,59150446,0.0836,544,220,206,544,6507.2,43.9,81000,15,370
59150447,DA,59150447,0.0788,826,336,317,826,10482.2,52.0,57600,25,465
59150448,DA,59150448,0.1014,668,311,294,668,6587.8,46.3,51200,10,320
59150449,DA,59150449,0.1183,739,274,255,739,6246.8,42.7,94000,0,490
59150450,DA,59150450,0.1401,627,219,212,627,4475.4,42.6,98000,15,390
59150451,DA,59150451,0.0811,501,190,176,501,6177.6,44.3,88000,0,235
59150452,DA,59150452,0.0835,420,143,129,420,5029.9,43.6,131000,0,240
59150453,DA,59150453,0.1033,586,217,201,586,5672.8,43.2,92000,10,300
59150454,DA,59150454,0.1509,673,245,235,673,4459.9,44.1,86000,10,435
59150455,DA,59150455,0.1514,843,330,300,843,5568,44.5,81000,10,505
59150457,DA,59150457,0.1383,743,286,252,743,5372.4,42.1,89000,10,375
59150459,DA,59150459,0.1003,564,206,184,564,5623.1,50.7,81000,0,275
59150460,DA,59150460,0.0637,515,181,169,515,8084.8,38.7,88000,0,365
59150461,DA,59150461,0.0438,352,123,108,352,8036.5,43.3,115000,0,180
59150462,DA,59150462,0.0428,403,136,127,403,9415.9,38.6,105000,10,215
59150463,DA,59150463,0.0958,608,207,186,608,6346.6,39.7,103000,0,285
59150465,DA,59150465,0.0671,554,194,183,554,8256.3,40.7,86000,0,190
59150466,DA,59150466,0.0599,505,169,152,505,8430.7,38.5,88000,0,265
59150468,DA,59150468,0.0842,571,209,191,571,6781.5,43.6,90000,0,360
59150469,DA,59150469,0.0822,599,230,208,599,7287.1,44.4,92000,0,370
59150470,DA,59150470,0.0637,536,200,176,536,8414.4,42.2,93000,10,290
59150471,DA,59150471,0.074,679,248,242,679,9175.7,41.9,81000,0,320
59150472,DA,59150472,0.0587,492,163,153,492,8381.6,42.1,97000,30,255
59150473,DA,59150473,0.0838,680,238,229,680,8114.6,41.0,85000,20,315
59150474,DA,59150474,0.0842,705,271,241,705,8372.9,40.7,88000,10,365
59150475,DA,59150475,0.0821,762,354,329,762,9281.4,43.7,65000,10,445
59150476,DA,59150476,0.1531,929,368,341,929,6067.9,40.6,94000,10,410
59150477,DA,59150477,0.0785,628,216,194,628,8000,39.0,102000,0,300
59150478,DA,59150478,0.0986,792,287,262,792,8032.5,39.9,86000,0,420
59150479,DA,59150479,0.1649,464,178,156,464,2813.8,40.8,93000,0,230
59150480,DA,59150480,0.0641,553,201,182,553,8627.1,40.7,95000,0,250
59150481,DA,59150481,0.0564,434,178,162,434,7695,43.2,90000,10,285
59150482,DA,59150482,0.0891,853,292,268,853,9573.5,40.4,98000,25,475
59150483,DA,59150483,0.0596,503,195,177,503,8439.6,43.4,90000,20,295
59150484,DA,59150484,0.0908,689,271,253,689,7588.1,44.4,81000,0,400
59150485,DA,59150485,0.1376,565,225,202,565,4106.1,45.6,102000,20,305
59150486,DA,59150486,0.0599,547,186,184,547,9131.9,60.0,88000,15,220
59150487,DA,59150487,0.1662,810,404,306,810,4873.6,36.5,88000,25,415
59150488,DA,59150488,0.0698,2132,1341,1222,2132,30544.4,35.8,54000,25,1050
59150489,DA,59150489,0.1202,1053,520,493,1053,8760.4,37.3,66500,35,510
59150490,DA,59150490,0.0938,575,205,198,575,6130.1,40.4,91000,20,355
59150491,DA,59150491,0.0295,475,208,180,475,16101.7,49.6,64000,0,155
59150492,DA,59150492,0.0714,603,241,238,603,8445.4,41.5,83000,15,360
59150493,DA,59150493,0.0354,426,275,270,426,12033.9,41.4,51200,0,150
59150494,DA,59150494,0.0269,390,270,262,390,14498.1,41.7,55600,10,175
59150495,DA,59150495,0.6411,624,402,389,624,973.3,42.1,65000,0,255
59150496,DA,59150496,0.0349,574,351,325,574,16447,40.5,59200,10,210
59150497,DA,59150497,0.0311,605,339,331,605,19453.4,41.8,57600,20,325
59150498,DA,59150498,0.0376,612,392,379,612,16276.6,42.3,54800,10,240
59150499,DA,59150499,0.0353,590,411,379,590,16713.9,43.2,52400,15,315
59150500,DA,59150500,0.0456,724,410,397,724,15877.2,41.4,65000,10,305
59150503,DA,59150503,0.0426,592,311,304,592,13896.7,44.8,59600,20,320
59150504,DA,59150504,0.2182,1080,548,502,1080,4949.6,40.8,62400,25,655
59150505,DA,59150505,0.1051,662,285,274,662,6298.8,43.6,78500,20,325
59150506,DA,59150506,0.0862,344,124,115,344,3990.7,43.6,111000,15,250
59150507,DA,59150507,0.1472,522,201,184,522,3546.2,44.3,120000,0,300
59150508,DA,59150508,0.1266,494,171,164,494,3902.1,45.5,123000,10,240
59150509,DA,59150509,0.1653,463,180,171,463,2801,45.1,118000,0,185
59150510,DA,59150510,0.1864,453,163,158,453,2430.3,43.6,108000,10,280
59150511,DA,59150511,0.1277,1181,654,603,1181,9248.2,40.2,71000,35,665
59150512,DA,59150512,0.2211,507,196,176,507,2293.1,44.8,113000,15,230
59150513,DA,59150513,0.1692,502,166,161,502,2966.9,44.7,124000,20,265
59150514,DA,59150514,0.2016,587,198,185,587,2911.7,42.2,121000,10,440
59150515,DA,59150515,0.2073,380,125,120,380,1833.1,44.6,106000,10,230
59150516,DA,59150516,0.1538,471,153,150,471,3062.4,42.2,105000,20,285
59150517,DA,59150517,0.1364,410,136,131,410,3005.9,42.5,99000,20,165
59150518,DA,59150518,0.1304,428,152,144,428,3282.2,44.9,114000,0,220
59150519,DA,59150519,0.156,853,347,323,853,5467.9,38.2,97000,10,380
59150520,DA,59150520,0.1643,1036,551,499,1036,6305.5,45.4,68000,35,665
59150521,DA,59150521,0.1576,637,242,227,637,4041.9,44.3,93000,25,355
59150522,DA,59150522,0.122,645,248,220,645,5286.9,43.1,99000,10,325
59150523,DA,59150523,0.117,694,265,243,694,5931.6,41.4,103000,35,250
59150524,DA,59150524,0.0866,541,214,193,541,6247.1,41.9,94000,15,320
59150526,DA,59150526,0.0821,571,233,213,571,6954.9,42.0,77500,15,375
59150527,DA,59150527,0.0637,718,286,272,718,11271.6,36.8,72000,0,375
59150529,DA,59150529,0.0962,562,210,196,562,5842,40.3,110000,25,230
59150530,DA,59150530,0.0493,544,260,246,544,11034.5,43.8,76000,0,265
59150531,DA,59150531,0.1736,783,340,326,783,4510.4,41.0,82000,0,345
59150534,DA,59150534,0.0984,521,231,207,521,5294.7,44.0,102000,20,220
59150535,DA,59150535,0.0931,641,246,231,641,6885.1,40.4,109000,0,220
59150536,DA,59150536,0.0499,517,289,279,517,10360.7,64.2,52800,0,170
59150537,DA,59150537,0.088,560,220,207,560,6363.6,41.5,109000,10,165
59150538,DA,59150538,0.0797,677,368,348,677,8494.4,39.8,86000,30,210
59150539,DA,59150539,0.0938,484,208,187,484,5159.9,44.3,99000,20,215
59150540,DA,59150540,0.1224,630,266,234,630,5147.1,41.9,107000,15,300
59150541,DA,59150541,0.2375,787,333,302,787,3313.7,42.4,99000,15,445
59150542,DA,59150542,0.0976,528,245,231,528,5409.8,43.2,74500,20,290
59150543,DA,59150543,0.2339,1525,708,627,1525,6519.9,40.3,83000,30,660
59150544,DA,59150544,0.1991,787,503,461,787,3952.8,53.0,48400,20,460
59150545,DA,59150545,0.4571,931,371,360,931,2036.8,43.4,87000,15,425
59150546,DA,59150546,0.1714,733,284,273,733,4276.5,41.2,93000,10,420
59150547,DA,59150547,0.0481,528,264,248,528,10977.1,41.7,64000,10,270
59150548,DA,59150548,0.1464,352,140,131,352,2404.4,45.3,114000,0,120
59150549,DA,59150549,0.151,457,161,156,457,3026.5,41.7,98000,0,265
59150550,DA,59150550,0.2082,641,239,229,641,3078.8,42.4,98000,0,380
59150551,DA,59150551,0.1627,476,153,149,476,2925.6,43.9,136000,10,240
59150552,DA,59150552,0.1642,437,144,137,437,2661.4,41.2,111000,0,220
59150553,DA,59150553,0.3362,551,206,198,551,1638.9,43.2,124000,10,270
59150554,DA,59150554,0.2393,483,177,158,483,2018.4,40.5,133000,20,185
59150555,DA,59150555,0.173,610,242,229,610,3526,40.8,88000,25,260
59150556,DA,59150556,0.1221,865,463,435,865,7084.4,45.5,66500,10,525
59150557,DA,59150557,0.1063,602,296,261,602,5663.2,40.4,76500,20,335
59150558,DA,59150558,0.0678,544,345,324,544,8023.6,46.5,60800,15,230
59150559,DA,59150559,0.0896,611,269,258,611,6819.2,43.4,114000,25,285
59150560,DA,59150560,0.1493,562,204,192,562,3764.2,41.2,130000,25,315
59150561,DA,59150561,0.2748,527,194,186,527,1917.8,43.8,160000,30,190
59150562,DA,59150562,0.1818,544,232,220,544,2992.3,45.1,84000,15,265
59150563,DA,59150563,0.0426,661,394,385,661,15516.4,46.9,58000,25,260
59150564,DA,59150564,0.0903,647,343,327,647,7165,48.7,72000,0,325
59150565,DA,59150565,0.1154,511,246,232,511,4428.1,48.4,86000,10,225
59150566,DA,59150566,0.048,563,358,325,563,11729.2,55.0,77000,10,310
59150567,DA,59150567,0.0428,517,333,304,517,12079.4,55.5,72000,45,310
59150568,DA,59150568,0.0466,643,374,349,643,13798.3,46.1,65000,25,365
59150569,DA,59150569,0.0649,864,536,499,864,13312.8,51.2,61600,35,400
59150570,DA,59150570,0.0666,488,350,317,488,7327.3,50.8,57600,10,250
59150571,DA,59150571,0.3117,568,212,198,568,1822.3,43.6,145000,20,205
59150572,DA,59150572,0.1319,337,130,120,337,2555,45.2,143000,10,90
59150573,DA,59150573,0.0601,1310,680,635,1310,21797,42.3,66500,35,775
59150575,DA,59150575,0.2268,563,206,177,563,2482.4,50.2,90000,20,195
59150577,DA,59150577,0.2099,811,381,365,811,3863.7,53.4,81000,25,250
59150578,DA,59150578,0.2321,504,186,171,504,2171.5,37.9,108000,20,225
59150579,DA,59150579,0.1196,405,146,141,405,3386.3,43.1,114000,0,200
59150580,DA,59150580,0.1355,506,168,163,506,3734.3,37.9,99000,20,270
59150581,DA,59150581,0.1122,390,130,124,390,3475.9,41.6,124000,0,235
59150582,DA,59150582,0.1527,537,193,190,537,3516.7,41.8,92000,0,340
59150583,DA,59150583,0.1096,593,277,264,593,5410.6,45.4,110000,15,235
59150584,DA,59150584,0.0892,604,307,288,604,6771.3,44.4,107000,10,190
59150585,DA,59150585,0.1226,544,224,197,544,4437.2,40.7,138000,15,135
59150586,DA,59150586,0.1766,554,303,287,554,3137,38.5,83000,10,110
59150587,DA,59150587,0.0874,570,269,251,570,6521.7,40.8,110000,15,185
59150588,DA,59150588,0.0977,581,254,238,581,5946.8,39.0,95000,35,165
59150589,DA,59150589,0.097,493,209,186,493,5082.5,41.3,105000,10,140
59150590,DA,59150590,0.0972,552,250,216,552,5679,41.3,105000,10,145
59150591,DA,59150591,0.1138,642,255,233,642,5641.5,41.3,126000,20,155
59150592,DA,59150592,0.0982,632,303,283,632,6435.8,38.3,95000,10,210
59150593,DA,59150593,0.0839,589,261,248,589,7020.3,38.3,103000,35,230
59150594,DA,59150594,0.0668,426,219,201,426,6377.2,40.6,97000,20,175
59150595,DA,59150595,0.0882,672,346,323,672,7619,41.5,74000,10,235
59150596,DA,59150596,0.0691,489,230,218,489,7076.7,40.9,104000,30,140
59150597,DA,59150597,0.0827,711,403,375,711,8597.3,39.3,78500,20,190
59150598,DA,59150598,0.0823,557,307,279,557,6767.9,40.2,90000,10,165
59150599,DA,59150599,0.0387,597,436,397,597,15426.4,50.6,66000,10,185
59150600,DA,59150600,0.1127,475,255,231,475,4214.7,47.7,80000,10,190
59150601,DA,59150601,0.0725,768,401,369,768,10593.1,39.9,91000,15,215
59150602,DA,59150602,0.0575,427,220,197,427,7426.1,40.9,100000,20,105
59150603,DA,59150603,0.0608,403,213,194,403,6628.3,45.7,135000,0,100
59150604,DA,59150604,0.0578,621,327,306,621,10743.9,39.0,102000,15,160
59150605,DA,59150605,0.0681,486,227,224,486,7136.6,40.9,105000,20,100
59150606,DA,59150606,0.079,701,326,310,701,8873.4,40.3,108000,15,230
59150607,DA,59150607,0.0871,836,466,436,836,9598.2,41.1,91000,30,230
59150608,DA,59150608,0.0877,566,309,294,566,6453.8,45.3,104000,20,180
59150609,DA,59150609,0.0768,532,251,238,532,6927.1,38.0,98000,35,170
59150610,DA,59150610,0.0532,678,366,349,678,12744.4,38.0,83000,10,150
59150611,DA,59150611,0.077,689,336,305,689,8948.1,38.4,94000,35,240
59150612,DA,59150612,0.0784,646,347,323,646,8239.8,39.5,93000,15,150
59150613,DA,59150613,0.0642,747,358,348,747,11635.5,39.6,108000,15,225
59150614,DA,59150614,0.0656,662,362,345,662,10091.5,38.5,89000,15,190
59150615,DA,59150615,0.0641,499,272,261,499,7784.7,41.1,83000,25,120
59150616,DA,59150616,0.0489,588,354,333,588,12024.5,37.5,74500,15,155
59150617,DA,59150617,0.032,544,351,330,544,17000,40.7,84000,0,110
59150618,DA,59150618,0.0478,650,442,434,650,13598.3,42.9,70000,15,200
59150619,DA,59150619,0.053,637,342,327,637,12018.9,38.6,81000,35,230
59150620,DA,59150620,0.0665,559,352,343,559,8406,49.0,54400,20,180
59150621,DA,59150621,0.0498,463,319,302,463,9297.2,41.9,71000,20,120
59150622,DA,59150622,0.0342,476,327,304,476,13918.1,39.5,80000,20,115
59150623,DA,59150623,0.0343,494,334,322,494,14402.3,40.3,84000,25,125
59150624,DA,59150624,0.0337,596,412,393,596,17685.5,40.2,75500,10,145
59150625,DA,59150625,0.0332,608,391,372,608,18313.3,40.4,81000,25,205
59150626,DA,59150626,0.0346,605,372,363,605,17485.5,40.5,77000,25,160
59150627,DA,59150627,0.0926,524,316,302,524,5658.7,42.3,84000,10,170
59150628,DA,59150628,0.0669,770,492,471,770,11509.7,41.2,83000,15,200
59150629,DA,59150629,0.0517,605,406,383,605,11702.1,40.6,72000,10,155
59150633,DA,59150633,0.0541,663,439,418,663,12255.1,42.8,81000,20,185
59150634,DA,59150634,0.035,540,361,347,540,15428.6,40.5,70500,25,85
59150635,DA,59150635,0.0363,583,353,332,583,16060.6,41.8,81000,25,215
59150636,DA,59150636,0.0359,677,420,387,677,18857.9,48.4,76500,15,160
59150637,DA,59150637,0.0881,578,417,345,578,6560.7,47.2,86000,20,175
59150638,DA,59150638,0.0557,660,434,413,660,11849.2,42.5,80000,15,165
59150639,DA,59150639,0.0273,517,351,334,517,18937.7,48.8,84000,40,140
59150640,DA,59150640,0.0377,436,262,255,436,11565,51.3,60000,10,145
59150641,DA,59150641,0.0356,642,441,415,642,18033.7,41.2,76000,10,165
59150642,DA,59150642,0.0372,610,427,401,610,16397.8,38.2,65500,10,225
59150643,DA,59150643,0.0352,601,415,383,601,17073.9,44.0,81000,15,150
59150644,DA,59150644,0.0362,598,431,414,598,16519.3,42.9,71500,20,155
59150645,DA,59150645,0.0708,454,266,249,454,6412.4,41.0,77000,0,115
59150646,DA,59150646,0.0367,643,462,438,643,17520.4,37.2,69500,25,165
59150647,DA,59150647,0.036,594,312,308,594,16500,38.1,104000,35,140
59150648,DA,59150648,0.0193,390,146,141,390,20207.3,64.8,,0,50
59150649,DA,59150649,0.1866,663,397,369,663,3553.1,41.9,96000,30,255
59150650,DA,59150650,0.0344,459,255,241,459,13343,43.1,101000,15,200
59150651,DA,59150651,0.0289,421,232,203,421,14567.5,38.8,82000,30,145
59150652,DA,59150652,0.0404,698,346,333,698,17277.2,37.2,100000,15,270
