GeoUID,Type,Region Name,Area (sq km),Population ,Dwellings ,Households ,"v_CA21_1: Population, 2021",v_CA21_6: Population density per square kilometre,v_CA21_386: Average age,v_CA21_906: Median total income of household in 2020 ($),v_CA21_5853: University certificate or diploma above bachelor level,v_CA21_4410: Immigrants
59153588,DA,59153588,0.0329,883,695,640,883,26838.9,51.1,59200,35,345
59153589,DA,59153589,0.0328,905,707,662,905,27591.5,48.2,60800,25,315
59153590,DA,59153590,0.0176,430,314,295,430,24431.8,43.9,66000,10,125
59153591,DA,59153591,0.0384,867,627,580,867,22578.1,45.8,63600,20,370
59153668,DA,59153668,0.0159,351,258,236,351,22075.5,42.1,52800,10,130
59153669,DA,59153669,0.0171,347,214,198,347,20292.4,48.1,52000,20,135
59153670,DA,59153670,0.0168,677,459,436,677,40297.6,43.5,69000,20,365
59153671,DA,59153671,0.0157,403,290,269,403,25668.8,37.6,63600,10,155
59153672,DA,59153672,0.016,637,424,408,637,39812.5,42.1,62400,25,245
59153673,DA,59153673,0.0179,667,429,418,667,37262.6,42.4,79000,15,230
59153674,DA,59153674,0.0173,609,401,385,609,35202.3,40.5,64500,20,200
59153675,DA,59153675,0.0177,695,494,476,695,39265.5,37.8,59600,25,230
59153676,DA,59153676,0.031,788,560,524,788,25419.4,44.0,66500,30,210
59153677,DA,59153677,0.0154,429,281,269,429,27857.1,41.9,61600,15,170
59153678,DA,59153678,0.0174,603,410,388,603,34655.2,43.9,51200,30,260
59153679,DA,59153679,0.0721,967,685,646,967,13411.9,40.9,46800,0,310
59153680,DA,59153680,0.0255,784,584,552,784,30745.1,46.7,40800,30,270
59153681,DA,59153681,0.0238,948,657,606,948,39831.9,40.1,69000,35,330
59153682,DA,59153682,0.0526,683,525,431,683,12984.8,37.4,61200,30,200
59153683,DA,59153683,0.0397,1302,853,703,1302,32796,40.2,84000,50,615
59153684,DA,59153684,0.068,779,534,500,779,11455.9,38.9,65000,30,280
59153685,DA,59153685,0.0158,483,304,287,483,30569.6,61.1,112000,0,155
59153686,DA,59153686,0.2438,886,497,472,886,3634.1,50.1,83000,20,225
59153687,DA,59153687,0.0708,621,352,343,621,8771.2,48.5,115000,20,175
59153688,DA,59153688,0.0401,822,397,386,822,20498.8,54.0,70500,30,210
59153689,DA,59153689,0.3002,775,356,344,775,2581.6,48.2,87000,30,225
59153690,DA,59153690,0.0279,439,210,203,439,15734.8,50.7,106000,25,170
59153691,DA,59153691,0.0769,542,363,350,542,7048.1,50.8,47200,20,260
59153692,DA,59153692,0.0758,1428,815,782,1428,18839.1,51.2,93000,50,560
59153799,DA,59153799,0.0602,268,103,98,268,4451.8,47.2,110000,10,145
59153800,DA,59153800,0.1016,458,154,146,458,4507.9,45.8,99000,20,250
59153801,DA,59153801,0.083,326,120,111,326,3927.7,43.5,92000,0,225
59153805,DA,59153805,0.1398,729,261,238,729,5214.6,44.6,94000,0,400
59153806,DA,59153806,0.1023,616,208,186,616,6021.5,43.3,95000,0,390
59153807,DA,59153807,0.0547,405,135,127,405,7404,41.2,95000,0,200
59153809,DA,59153809,0.1202,815,282,265,815,6780.4,43.6,89000,0,580
59153810,DA,59153810,0.1117,348,123,112,348,3115.5,37.8,102000,10,170
59153812,DA,59153812,0.3127,493,188,175,493,1576.6,44.7,112000,20,250
59153814,DA,59153814,0.0642,345,124,108,345,5373.8,41.5,103000,0,140
59153815,DA,59153815,0.0919,660,268,242,660,7181.7,40.8,91000,0,280
59153816,DA,59153816,0.0596,401,156,138,401,6728.2,38.6,97000,15,190
59153818,DA,59153818,0.1354,802,306,293,802,5923.2,41.2,90000,0,335
59153821,DA,59153821,0.0716,418,174,165,418,5838,40.9,97000,0,155
59153825,DA,59153825,0.1156,731,278,257,731,6323.5,44.1,87000,0,360
59153826,DA,59153826,0.1042,483,201,178,483,4635.3,40.8,112000,15,135
59153831,DA,59153831,0.0772,755,368,334,755,9779.8,39.9,72500,30,425
59153833,DA,59153833,0.0609,383,205,190,383,6289,53.4,178000,15,200
59153835,DA,59153835,0.0177,303,196,185,303,17118.6,43.6,63600,0,85
59153836,DA,59153836,0.018,291,201,166,291,16166.7,42.8,72500,10,100
59153838,DA,59153838,0.0266,327,254,191,327,12293.2,45.8,74000,25,145
59153839,DA,59153839,0.0876,1379,1072,989,1379,15742,48.3,34800,45,460
59153843,DA,59153843,0.0496,2188,1486,1384,2188,44112.9,37.4,87000,75,925
59153847,DA,59153847,0.0493,1609,916,854,1609,32636.9,40.6,62800,35,520
59153849,DA,59153849,0.0347,1052,735,671,1052,30317,41.8,57600,30,400
59153851,DA,59153851,0.0157,373,258,227,373,23758,37.2,80000,25,145
59153852,DA,59153852,0.0495,1658,1087,1005,1658,33494.9,37.6,67500,75,665
59153955,DA,59153955,0.0356,1326,961,744,1326,37247.2,36.5,77500,55,440
59153956,DA,59153956,0.0479,939,692,649,939,19603.3,42.4,57200,45,345
59153986,DA,59153986,0.0522,1362,842,758,1362,26092,50.6,87000,50,800
59153987,DA,59153987,0.0719,1500,811,720,1500,20862.3,47.1,92000,50,910
59153988,DA,59153988,0.053,1257,578,560,1257,23717,46.2,91000,15,375
59153989,DA,59153989,0.0357,521,291,286,521,14593.8,42.2,89000,30,215
59153990,DA,59153990,0.0364,696,425,409,696,19120.9,43.9,103000,20,275
59153991,DA,59153991,0.11,1451,809,784,1451,13190.9,39.7,100000,40,475
59153994,DA,59153994,0.0269,636,462,390,636,23643.1,46.9,75000,40,345
59153995,DA,59153995,0.0716,196,122,102,196,2737.4,42.0,,0,115
59153996,DA,59153996,0.013,797,425,396,797,61307.7,38.6,88000,15,410
59153997,DA,59153997,0.1585,1173,723,580,1173,7400.6,48.4,114000,0,640
59154000,DA,59154000,0.3768,3103,2078,1837,3103,8235.1,36.4,83000,110,1275
59154002,DA,59154002,0.034,1285,639,615,1285,37794.1,43.0,113000,40,465
59154026,DA,59154026,0.034,58,3,2,58,1705.9,33.5,,,
59154027,DA,59154027,0.0848,1577,923,786,1577,18596.7,37.8,94000,35,545
59154134,DA,59154134,0.0499,1483,1063,983,1483,29719.4,43.0,50800,80,520
59154135,DA,59154135,0.0166,1046,697,637,1046,63012,37.2,102000,45,510
59154136,DA,59154136,0.019,988,497,483,988,52000,40.8,77000,25,610
59154137,DA,59154137,0.0161,1034,553,539,1034,64223.6,43.2,74000,15,685
59154138,DA,59154138,0.031,1118,602,583,1118,36064.5,38.1,75000,15,570
59154139,DA,59154139,0.0262,1703,1049,989,1703,65000,34.7,73500,65,995
59154140,DA,59154140,0.0706,1451,1090,909,1451,20552.4,47.7,81000,50,690
59154141,DA,59154141,0.0796,1546,886,823,1546,19422.1,45.5,114000,55,650
59154142,DA,59154142,0.0616,1444,815,764,1444,23441.6,44.2,98000,45,630
59154143,DA,59154143,0.1381,844,560,505,844,6111.5,37.4,82000,15,375
59154144,DA,59154144,0.0326,1309,848,760,1309,40153.4,34.4,88000,30,615
59154145,DA,59154145,0.034,890,552,502,890,26176.5,38.8,98000,10,405
59154146,DA,59154146,0.2062,1156,577,503,1156,5606.2,40.9,74000,35,375
59154147,DA,59154147,0.0168,655,468,431,655,38988.1,40.6,49600,25,265
59154148,DA,59154148,0.0159,855,598,564,855,53773.6,37.9,87000,20,295
59154149,DA,59154149,0.0164,497,319,299,497,30304.9,42.1,109000,15,165
59154150,DA,59154150,0.0507,342,123,114,342,6745.6,38.6,109000,0,125
59154152,DA,59154152,0.0424,273,104,94,273,6438.7,41.0,108000,0,130
59154154,DA,59154154,0.0745,536,218,195,536,7194.6,41.8,99000,0,225
59154156,DA,59154156,0.0485,996,514,487,996,20536.1,40.4,86000,30,385
59154157,DA,59154157,0.0648,407,190,176,407,6280.9,44.0,70000,15,150
59154158,DA,59154158,0.0655,439,180,154,439,6702.3,39.6,95000,15,135
59154159,DA,59154159,0.0326,332,161,153,332,10184,37.5,75000,0,140
59154164,DA,59154164,0.0492,572,377,367,572,11626,41.7,69000,40,175
59154165,DA,59154165,0.2346,661,434,407,661,2817.6,41.0,100000,15,225
59154166,DA,59154166,0.0162,345,204,201,345,21296.3,40.9,85000,15,115
59154167,DA,59154167,0.0322,981,633,604,981,30465.8,43.5,84000,40,305
59154168,DA,59154168,0.0337,372,243,232,372,11038.6,41.5,79500,15,85
59154169,DA,59154169,0.1197,948,526,507,948,7919.8,45.5,107000,35,300
59154172,DA,59154172,0.1227,1672,966,925,1672,13626.7,38.5,103000,55,625
59154173,DA,59154173,0.5627,895,730,477,895,1590.5,40.2,104000,35,180
59154174,DA,59154174,0.4025,8739,5490,5060,8739,21711.8,37.7,104000,285,3045
59154177,DA,59154177,0.0754,479,177,162,479,6352.8,44.2,86000,0,350
59154180,DA,59154180,0.0754,479,208,184,479,6352.8,44.8,82000,0,245
59154181,DA,59154181,0.0473,686,354,320,686,14503.2,51.8,26200,15,115
59154182,DA,59154182,0.0481,1139,687,643,1139,23679.8,35.3,93000,65,440
59154183,DA,59154183,0.0708,196,83,73,196,2768.4,45.8,,0,0
59154184,DA,59154184,0.0302,1909,1153,1072,1909,63211.9,34.2,84000,40,935
59154185,DA,59154185,0.0391,1303,790,702,1303,33324.8,38.5,96000,35,495
59154186,DA,59154186,0.0281,586,458,343,586,20854.1,31.9,97000,30,180
59154187,DA,59154187,0.1167,1027,649,597,1027,8800.3,38.8,80000,15,415
59154188,DA,59154188,0.1084,840,309,290,840,7749.1,40.1,99000,20,395
59154189,DA,59154189,0.0737,389,166,150,389,5278.2,42.1,100000,10,110
59154190,DA,59154190,0.1062,829,400,370,829,7806,38.6,86000,35,290
59154191,DA,59154191,0.1435,664,297,277,664,4627.2,41.8,87000,15,185
59154192,DA,59154192,0.0641,965,515,495,965,15054.6,44.3,126000,45,315
59154193,DA,59154193,0.0847,907,509,496,907,10708.4,42.4,102000,35,275
59154194,DA,59154194,0.0973,650,233,222,650,6680.4,40.4,95000,0,340
59154195,DA,59154195,0.124,689,257,236,689,5556.5,45.9,86000,10,410
59154196,DA,59154196,0.1436,774,295,267,774,5390,44.4,95000,0,505
