"geo_local_area","year","month","crime_count","date","prev_crime_count","pct_change"
"Fairview",2008,9,101,9月 2008,80,26.25
"Fairview",2008,11,123,11月 2008,101,21.7821782178218
"Fairview",2009,1,144,1月 2009,123,17.0731707317073
"Fairview",2009,3,122,3月 2009,144,-15.2777777777778
"Fairview",2009,5,101,5月 2009,122,-17.2131147540984
"Fairview",2009,7,84,7月 2009,101,-16.8316831683168
"Fairview",2009,9,96,9月 2009,84,14.2857142857143
"Fairview",2009,11,128,11月 2009,96,33.3333333333333
"Fairview",2010,1,75,1月 2010,128,-41.40625
"Fairview",2010,3,81,3月 2010,75,8
"Fairview",2010,5,98,5月 2010,81,20.9876543209877
"Fairview",2010,7,89,7月 2010,98,-9.18367346938776
"Fairview",2010,9,86,9月 2010,89,-3.37078651685393
"Fairview",2010,11,100,11月 2010,86,16.2790697674419
"Fairview",2011,1,95,1月 2011,100,-5
"Fairview",2011,3,89,3月 2011,95,-6.31578947368421
"Fairview",2011,5,77,5月 2011,89,-13.4831460674157
"Fairview",2011,7,92,7月 2011,77,19.4805194805195
"Fairview",2011,9,86,9月 2011,92,-6.52173913043478
"Fairview",2011,11,52,11月 2011,86,-39.5348837209302
"Fairview",2012,1,117,1月 2012,52,125
"Fairview",2012,3,103,3月 2012,117,-11.965811965812
"Fairview",2012,5,85,5月 2012,103,-17.4757281553398
"Fairview",2012,7,77,7月 2012,85,-9.41176470588235
"Fairview",2012,9,86,9月 2012,77,11.6883116883117
"Fairview",2012,11,138,11月 2012,86,60.4651162790698
"Fairview",2013,1,83,1月 2013,138,-39.8550724637681
"Fairview",2013,3,62,3月 2013,83,-25.3012048192771
"Fairview",2013,5,64,5月 2013,62,3.2258064516129
"Fairview",2013,7,73,7月 2013,64,14.0625
"Fairview",2013,9,70,9月 2013,73,-4.10958904109589
"Fairview",2013,11,103,11月 2013,70,47.1428571428571
"Fairview",2014,1,102,1月 2014,103,-0.970873786407767
"Fairview",2014,3,88,3月 2014,102,-13.7254901960784
"Fairview",2014,5,114,5月 2014,88,29.5454545454545
"Fairview",2014,7,107,7月 2014,114,-6.14035087719298
"Fairview",2014,9,150,9月 2014,107,40.1869158878505
"Fairview",2014,11,105,11月 2014,150,-30
"Fairview",2015,1,118,1月 2015,105,12.3809523809524
"Fairview",2015,3,91,3月 2015,118,-22.8813559322034
"Fairview",2015,5,98,5月 2015,91,7.69230769230769
"Fairview",2015,7,109,7月 2015,98,11.2244897959184
"Fairview",2015,9,85,9月 2015,109,-22.0183486238532
"Fairview",2015,11,103,11月 2015,85,21.1764705882353
"Fairview",2016,1,143,1月 2016,103,38.8349514563107
"Fairview",2016,3,118,3月 2016,143,-17.4825174825175
"Fairview",2016,5,126,5月 2016,118,6.77966101694915
"Fairview",2016,7,111,7月 2016,126,-11.9047619047619
"Fairview",2016,9,98,9月 2016,111,-11.7117117117117
"Fairview",2016,11,96,11月 2016,98,-2.04081632653061
"Fairview",2017,1,78,1月 2017,96,-18.75
"Fairview",2017,3,93,3月 2017,78,19.2307692307692
"Fairview",2017,5,74,5月 2017,93,-20.4301075268817
"Fairview",2017,7,88,7月 2017,74,18.9189189189189
"Fairview",2017,9,102,9月 2017,88,15.9090909090909
"Fairview",2017,11,122,11月 2017,102,19.6078431372549
"Fairview",2018,1,117,1月 2018,122,-4.0983606557377
"Fairview",2018,3,118,3月 2018,117,0.854700854700855
"Fairview",2018,5,80,5月 2018,118,-32.2033898305085
"Fairview",2018,7,92,7月 2018,80,15
"Fairview",2018,9,92,9月 2018,92,0
"Fairview",2018,11,86,11月 2018,92,-6.52173913043478
"Fairview",2019,1,125,1月 2019,86,45.3488372093023
"Fairview",2019,3,111,3月 2019,125,-11.2
"Fairview",2019,5,105,5月 2019,111,-5.40540540540541
"Fairview",2019,7,94,7月 2019,105,-10.4761904761905
"Fairview",2019,9,146,9月 2019,94,55.3191489361702
"Fairview",2019,11,127,11月 2019,146,-13.013698630137
"Fairview",2020,1,109,1月 2020,127,-14.1732283464567
"Fairview",2020,3,145,3月 2020,109,33.0275229357798
"Fairview",2020,5,61,5月 2020,145,-57.9310344827586
"Fairview",2020,7,79,7月 2020,61,29.5081967213115
"Fairview",2020,9,82,9月 2020,79,3.79746835443038
"Fairview",2020,11,102,11月 2020,82,24.390243902439
"Fairview",2021,1,89,1月 2021,102,-12.7450980392157
"Fairview",2021,3,63,3月 2021,89,-29.2134831460674
"Fairview",2021,5,69,5月 2021,63,9.52380952380952
"Fairview",2021,7,76,7月 2021,69,10.1449275362319
"Fairview",2021,9,59,9月 2021,76,-22.3684210526316
"Fairview",2021,11,48,11月 2021,59,-18.6440677966102
"Fairview",2022,1,76,1月 2022,48,58.3333333333333
"Fairview",2022,3,65,3月 2022,76,-14.4736842105263
"Fairview",2022,5,65,5月 2022,65,0
"Fairview",2022,7,46,7月 2022,65,-29.2307692307692
"Fairview",2022,9,65,9月 2022,46,41.304347826087
"Fairview",2022,11,59,11月 2022,65,-9.23076923076923
"Fairview",2023,1,73,1月 2023,59,23.728813559322
"Fairview",2023,3,107,3月 2023,73,46.5753424657534
"Fairview",2023,5,65,5月 2023,107,-39.2523364485981
"Fairview",2023,7,75,7月 2023,65,15.3846153846154
"Fairview",2023,9,67,9月 2023,75,-10.6666666666667
"Fairview",2023,11,66,11月 2023,67,-1.49253731343284
"Fairview",2024,1,62,1月 2024,66,-6.06060606060606
"Fairview",2024,3,66,3月 2024,62,6.45161290322581
"Fairview",2024,5,58,5月 2024,66,-12.1212121212121
"Fairview",2024,7,67,7月 2024,58,15.5172413793103
"Fairview",2024,9,53,9月 2024,67,-20.8955223880597
"Fairview",2024,11,42,11月 2024,53,-20.7547169811321
"Fairview",2025,1,72,1月 2025,42,71.4285714285714
"Fairview",2025,3,31,3月 2025,72,-56.9444444444444
"Grandview-Woodland",2003,1,229,1月 2003,NA,NA
"Grandview-Woodland",2003,3,228,3月 2003,229,-0.436681222707424
"Grandview-Woodland",2003,5,214,5月 2003,228,-6.14035087719298
"Grandview-Woodland",2003,7,161,7月 2003,214,-24.7663551401869
"Grandview-Woodland",2003,9,204,9月 2003,161,26.7080745341615
"Grandview-Woodland",2003,11,217,11月 2003,204,6.37254901960784
"Grandview-Woodland",2004,1,201,1月 2004,217,-7.37327188940092
"Grandview-Woodland",2004,3,204,3月 2004,201,1.49253731343284
"Grandview-Woodland",2004,5,167,5月 2004,204,-18.1372549019608
"Grandview-Woodland",2004,7,142,7月 2004,167,-14.9700598802395
"Grandview-Woodland",2004,9,186,9月 2004,142,30.9859154929577
"Grandview-Woodland",2004,11,172,11月 2004,186,-7.52688172043011
"Grandview-Woodland",2005,1,159,1月 2005,172,-7.55813953488372
"Grandview-Woodland",2005,3,145,3月 2005,159,-8.80503144654088
"Grandview-Woodland",2005,5,117,5月 2005,145,-19.3103448275862
"Grandview-Woodland",2005,7,155,7月 2005,117,32.4786324786325
"Grandview-Woodland",2005,9,145,9月 2005,155,-6.45161290322581
"Grandview-Woodland",2005,11,169,11月 2005,145,16.551724137931
"Grandview-Woodland",2006,1,126,1月 2006,169,-25.4437869822485
"Grandview-Woodland",2006,3,142,3月 2006,126,12.6984126984127
"Grandview-Woodland",2006,5,108,5月 2006,142,-23.943661971831
"Grandview-Woodland",2006,7,123,7月 2006,108,13.8888888888889
"Grandview-Woodland",2006,9,125,9月 2006,123,1.6260162601626
"Grandview-Woodland",2006,11,115,11月 2006,125,-8
"Grandview-Woodland",2007,1,170,1月 2007,115,47.8260869565217
"Grandview-Woodland",2007,3,121,3月 2007,170,-28.8235294117647
"Grandview-Woodland",2007,5,88,5月 2007,121,-27.2727272727273
"Grandview-Woodland",2007,7,112,7月 2007,88,27.2727272727273
"Grandview-Woodland",2007,9,115,9月 2007,112,2.67857142857143
"Grandview-Woodland",2007,11,144,11月 2007,115,25.2173913043478
"Grandview-Woodland",2008,1,101,1月 2008,144,-29.8611111111111
"Grandview-Woodland",2008,3,120,3月 2008,101,18.8118811881188
"Grandview-Woodland",2008,5,116,5月 2008,120,-3.33333333333333
"Grandview-Woodland",2008,7,101,7月 2008,116,-12.9310344827586
"Grandview-Woodland",2008,9,136,9月 2008,101,34.6534653465347
"Grandview-Woodland",2008,11,103,11月 2008,136,-24.2647058823529
"Grandview-Woodland",2009,1,84,1月 2009,103,-18.4466019417476
"Grandview-Woodland",2009,3,96,3月 2009,84,14.2857142857143
"Grandview-Woodland",2009,5,97,5月 2009,96,1.04166666666667
"Grandview-Woodland",2009,7,89,7月 2009,97,-8.24742268041237
"Grandview-Woodland",2009,9,119,9月 2009,89,33.7078651685393
"Grandview-Woodland",2009,11,97,11月 2009,119,-18.4873949579832
"Grandview-Woodland",2010,1,86,1月 2010,97,-11.340206185567
"Grandview-Woodland",2010,3,80,3月 2010,86,-6.97674418604651
"Grandview-Woodland",2010,5,88,5月 2010,80,10
"Grandview-Woodland",2010,7,63,7月 2010,88,-28.4090909090909
"Grandview-Woodland",2010,9,103,9月 2010,63,63.4920634920635
"Grandview-Woodland",2010,11,100,11月 2010,103,-2.9126213592233
"Grandview-Woodland",2011,1,110,1月 2011,100,10
"Grandview-Woodland",2011,3,76,3月 2011,110,-30.9090909090909
"Grandview-Woodland",2011,5,77,5月 2011,76,1.31578947368421
"Grandview-Woodland",2011,7,78,7月 2011,77,1.2987012987013
"Grandview-Woodland",2011,9,71,9月 2011,78,-8.97435897435897
"Grandview-Woodland",2011,11,78,11月 2011,71,9.85915492957746
"Grandview-Woodland",2012,1,79,1月 2012,78,1.28205128205128
"Grandview-Woodland",2012,3,70,3月 2012,79,-11.3924050632911
"Grandview-Woodland",2012,5,76,5月 2012,70,8.57142857142857
"Grandview-Woodland",2012,7,80,7月 2012,76,5.26315789473684
"Grandview-Woodland",2012,9,85,9月 2012,80,6.25
"Grandview-Woodland",2012,11,95,11月 2012,85,11.7647058823529
"Grandview-Woodland",2013,1,98,1月 2013,95,3.15789473684211
"Grandview-Woodland",2013,3,91,3月 2013,98,-7.14285714285714
"Grandview-Woodland",2013,5,104,5月 2013,91,14.2857142857143
"Grandview-Woodland",2013,7,109,7月 2013,104,4.80769230769231
"Grandview-Woodland",2013,9,80,9月 2013,109,-26.605504587156
"Grandview-Woodland",2013,11,103,11月 2013,80,28.75
"Grandview-Woodland",2014,1,80,1月 2014,103,-22.3300970873786
"Grandview-Woodland",2014,3,91,3月 2014,80,13.75
"Grandview-Woodland",2014,5,101,5月 2014,91,10.989010989011
"Grandview-Woodland",2014,7,82,7月 2014,101,-18.8118811881188
"Grandview-Woodland",2014,9,86,9月 2014,82,4.8780487804878
"Grandview-Woodland",2014,11,107,11月 2014,86,24.4186046511628
"Grandview-Woodland",2015,1,117,1月 2015,107,9.34579439252336
"Grandview-Woodland",2015,3,94,3月 2015,117,-19.6581196581197
"Grandview-Woodland",2015,5,88,5月 2015,94,-6.38297872340426
"Grandview-Woodland",2015,7,92,7月 2015,88,4.54545454545455
"Grandview-Woodland",2015,9,85,9月 2015,92,-7.60869565217391
"Grandview-Woodland",2015,11,124,11月 2015,85,45.8823529411765
"Grandview-Woodland",2016,1,98,1月 2016,124,-20.9677419354839
"Grandview-Woodland",2016,3,120,3月 2016,98,22.4489795918367
"Grandview-Woodland",2016,5,123,5月 2016,120,2.5
"Grandview-Woodland",2016,7,121,7月 2016,123,-1.6260162601626
"Grandview-Woodland",2016,9,125,9月 2016,121,3.30578512396694
"Grandview-Woodland",2016,11,107,11月 2016,125,-14.4
"Grandview-Woodland",2017,1,77,1月 2017,107,-28.0373831775701
"Grandview-Woodland",2017,3,110,3月 2017,77,42.8571428571429
"Grandview-Woodland",2017,5,93,5月 2017,110,-15.4545454545455
"Grandview-Woodland",2017,7,85,7月 2017,93,-8.60215053763441
"Grandview-Woodland",2017,9,130,9月 2017,85,52.9411764705882
"Grandview-Woodland",2017,11,166,11月 2017,130,27.6923076923077
"Grandview-Woodland",2018,1,143,1月 2018,166,-13.855421686747
"Grandview-Woodland",2018,3,156,3月 2018,143,9.09090909090909
"Grandview-Woodland",2018,5,105,5月 2018,156,-32.6923076923077
"Grandview-Woodland",2018,7,95,7月 2018,105,-9.52380952380952
"Grandview-Woodland",2018,9,125,9月 2018,95,31.5789473684211
"Grandview-Woodland",2018,11,112,11月 2018,125,-10.4
"Grandview-Woodland",2019,1,140,1月 2019,112,25
"Grandview-Woodland",2019,3,76,3月 2019,140,-45.7142857142857
"Grandview-Woodland",2019,5,98,5月 2019,76,28.9473684210526
"Grandview-Woodland",2019,7,113,7月 2019,98,15.3061224489796
"Grandview-Woodland",2019,9,126,9月 2019,113,11.5044247787611
"Grandview-Woodland",2019,11,127,11月 2019,126,0.793650793650794
"Grandview-Woodland",2020,1,115,1月 2020,127,-9.44881889763779
"Grandview-Woodland",2020,3,101,3月 2020,115,-12.1739130434783
"Grandview-Woodland",2020,5,77,5月 2020,101,-23.7623762376238
"Grandview-Woodland",2020,7,64,7月 2020,77,-16.8831168831169
"Grandview-Woodland",2020,9,98,9月 2020,64,53.125
"Grandview-Woodland",2020,11,103,11月 2020,98,5.10204081632653
"Grandview-Woodland",2021,1,84,1月 2021,103,-18.4466019417476
"Grandview-Woodland",2021,3,58,3月 2021,84,-30.952380952381
"Grandview-Woodland",2021,5,59,5月 2021,58,1.72413793103448
"Grandview-Woodland",2021,7,82,7月 2021,59,38.9830508474576
"Grandview-Woodland",2021,9,95,9月 2021,82,15.8536585365854
"Grandview-Woodland",2021,11,66,11月 2021,95,-30.5263157894737
"Grandview-Woodland",2022,1,91,1月 2022,66,37.8787878787879
"Grandview-Woodland",2022,3,88,3月 2022,91,-3.2967032967033
"Grandview-Woodland",2022,5,88,5月 2022,88,0
"Grandview-Woodland",2022,7,66,7月 2022,88,-25
"Grandview-Woodland",2022,9,57,9月 2022,66,-13.6363636363636
"Grandview-Woodland",2022,11,66,11月 2022,57,15.7894736842105
"Grandview-Woodland",2023,1,103,1月 2023,66,56.0606060606061
"Grandview-Woodland",2023,3,80,3月 2023,103,-22.3300970873786
"Grandview-Woodland",2023,5,54,5月 2023,80,-32.5
"Grandview-Woodland",2023,7,80,7月 2023,54,48.1481481481481
"Grandview-Woodland",2023,9,72,9月 2023,80,-10
"Grandview-Woodland",2023,11,58,11月 2023,72,-19.4444444444444
"Grandview-Woodland",2024,1,72,1月 2024,58,24.1379310344828
"Grandview-Woodland",2024,3,62,3月 2024,72,-13.8888888888889
"Grandview-Woodland",2024,5,77,5月 2024,62,24.1935483870968
"Grandview-Woodland",2024,7,62,7月 2024,77,-19.4805194805195
"Grandview-Woodland",2024,9,77,9月 2024,62,24.1935483870968
"Grandview-Woodland",2024,11,52,11月 2024,77,-32.4675324675325
"Grandview-Woodland",2025,1,78,1月 2025,52,50
"Grandview-Woodland",2025,3,31,3月 2025,78,-60.2564102564103
"Hastings-Sunrise",2003,1,126,1月 2003,NA,NA
"Hastings-Sunrise",2003,3,115,3月 2003,126,-8.73015873015873
"Hastings-Sunrise",2003,5,108,5月 2003,115,-6.08695652173913
"Hastings-Sunrise",2003,7,102,7月 2003,108,-5.55555555555556
"Hastings-Sunrise",2003,9,100,9月 2003,102,-1.96078431372549
"Hastings-Sunrise",2003,11,149,11月 2003,100,49
"Hastings-Sunrise",2004,1,125,1月 2004,149,-16.1073825503356
"Hastings-Sunrise",2004,3,120,3月 2004,125,-4
"Hastings-Sunrise",2004,5,114,5月 2004,120,-5
"Hastings-Sunrise",2004,7,115,7月 2004,114,0.87719298245614
"Hastings-Sunrise",2004,9,126,9月 2004,115,9.56521739130435
"Hastings-Sunrise",2004,11,144,11月 2004,126,14.2857142857143
"Hastings-Sunrise",2005,1,107,1月 2005,144,-25.6944444444444
"Hastings-Sunrise",2005,3,106,3月 2005,107,-0.934579439252336
"Hastings-Sunrise",2005,5,96,5月 2005,106,-9.43396226415094
"Hastings-Sunrise",2005,7,93,7月 2005,96,-3.125
"Hastings-Sunrise",2005,9,79,9月 2005,93,-15.0537634408602
"Hastings-Sunrise",2005,11,109,11月 2005,79,37.9746835443038
"Hastings-Sunrise",2006,1,113,1月 2006,109,3.6697247706422
"Hastings-Sunrise",2006,3,64,3月 2006,113,-43.3628318584071
"Hastings-Sunrise",2006,5,83,5月 2006,64,29.6875
"Hastings-Sunrise",2006,7,70,7月 2006,83,-15.6626506024096
"Hastings-Sunrise",2006,9,93,9月 2006,70,32.8571428571429
"Hastings-Sunrise",2006,11,84,11月 2006,93,-9.67741935483871
"Hastings-Sunrise",2007,1,88,1月 2007,84,4.76190476190476
"Hastings-Sunrise",2007,3,81,3月 2007,88,-7.95454545454545
"Hastings-Sunrise",2007,5,64,5月 2007,81,-20.9876543209877
"Hastings-Sunrise",2007,7,67,7月 2007,64,4.6875
"Hastings-Sunrise",2007,9,73,9月 2007,67,8.95522388059701
"Hastings-Sunrise",2007,11,85,11月 2007,73,16.4383561643836
"Hastings-Sunrise",2008,1,51,1月 2008,85,-40
"Hastings-Sunrise",2008,3,54,3月 2008,51,5.88235294117647
"Hastings-Sunrise",2008,5,78,5月 2008,54,44.4444444444444
"Hastings-Sunrise",2008,7,83,7月 2008,78,6.41025641025641
"Hastings-Sunrise",2008,9,98,9月 2008,83,18.0722891566265
"Hastings-Sunrise",2008,11,65,11月 2008,98,-33.6734693877551
"Hastings-Sunrise",2009,1,64,1月 2009,65,-1.53846153846154
"Hastings-Sunrise",2009,3,63,3月 2009,64,-1.5625
"Hastings-Sunrise",2009,5,83,5月 2009,63,31.7460317460317
"Hastings-Sunrise",2009,7,52,7月 2009,83,-37.3493975903614
"Hastings-Sunrise",2009,9,80,9月 2009,52,53.8461538461538
"Hastings-Sunrise",2009,11,76,11月 2009,80,-5
"Hastings-Sunrise",2010,1,67,1月 2010,76,-11.8421052631579
"Hastings-Sunrise",2010,3,34,3月 2010,67,-49.2537313432836
"Hastings-Sunrise",2010,5,44,5月 2010,34,29.4117647058824
"Hastings-Sunrise",2010,7,63,7月 2010,44,43.1818181818182
"Hastings-Sunrise",2010,9,64,9月 2010,63,1.58730158730159
"Hastings-Sunrise",2010,11,51,11月 2010,64,-20.3125
"Hastings-Sunrise",2011,1,50,1月 2011,51,-1.96078431372549
"Hastings-Sunrise",2011,3,43,3月 2011,50,-14
"Hastings-Sunrise",2011,5,43,5月 2011,43,0
"Hastings-Sunrise",2011,7,55,7月 2011,43,27.906976744186
"Hastings-Sunrise",2011,9,68,9月 2011,55,23.6363636363636
"Hastings-Sunrise",2011,11,73,11月 2011,68,7.35294117647059
"Hastings-Sunrise",2012,1,53,1月 2012,73,-27.3972602739726
"Hastings-Sunrise",2012,3,59,3月 2012,53,11.3207547169811
"Hastings-Sunrise",2012,5,58,5月 2012,59,-1.69491525423729
"Hastings-Sunrise",2012,7,53,7月 2012,58,-8.62068965517241
"Hastings-Sunrise",2012,9,63,9月 2012,53,18.8679245283019
"Hastings-Sunrise",2012,11,55,11月 2012,63,-12.6984126984127
"Hastings-Sunrise",2013,1,38,1月 2013,55,-30.9090909090909
"Hastings-Sunrise",2013,3,52,3月 2013,38,36.8421052631579
"Hastings-Sunrise",2013,5,48,5月 2013,52,-7.69230769230769
"Hastings-Sunrise",2013,7,40,7月 2013,48,-16.6666666666667
"Hastings-Sunrise",2013,9,42,9月 2013,40,5
"Hastings-Sunrise",2013,11,45,11月 2013,42,7.14285714285714
"Hastings-Sunrise",2014,1,64,1月 2014,45,42.2222222222222
"Hastings-Sunrise",2014,3,60,3月 2014,64,-6.25
"Hastings-Sunrise",2014,5,62,5月 2014,60,3.33333333333333
"Hastings-Sunrise",2014,7,54,7月 2014,62,-12.9032258064516
"Hastings-Sunrise",2014,9,60,9月 2014,54,11.1111111111111
"Hastings-Sunrise",2014,11,49,11月 2014,60,-18.3333333333333
"Hastings-Sunrise",2015,1,63,1月 2015,49,28.5714285714286
"Hastings-Sunrise",2015,3,74,3月 2015,63,17.4603174603175
"Hastings-Sunrise",2015,5,51,5月 2015,74,-31.0810810810811
"Hastings-Sunrise",2015,7,57,7月 2015,51,11.7647058823529
"Hastings-Sunrise",2015,9,63,9月 2015,57,10.5263157894737
"Hastings-Sunrise",2015,11,58,11月 2015,63,-7.93650793650794
"Hastings-Sunrise",2016,1,75,1月 2016,58,29.3103448275862
"Hastings-Sunrise",2016,3,75,3月 2016,75,0
"Hastings-Sunrise",2016,5,73,5月 2016,75,-2.66666666666667
"Hastings-Sunrise",2016,7,64,7月 2016,73,-12.3287671232877
"Hastings-Sunrise",2016,9,68,9月 2016,64,6.25
"Hastings-Sunrise",2016,11,69,11月 2016,68,1.47058823529412
"Hastings-Sunrise",2017,1,55,1月 2017,69,-20.2898550724638
"Hastings-Sunrise",2017,3,92,3月 2017,55,67.2727272727273
"Hastings-Sunrise",2017,5,65,5月 2017,92,-29.3478260869565
"Hastings-Sunrise",2017,7,78,7月 2017,65,20
"Hastings-Sunrise",2017,9,56,9月 2017,78,-28.2051282051282
"Hastings-Sunrise",2017,11,80,11月 2017,56,42.8571428571429
"Hastings-Sunrise",2018,1,64,1月 2018,80,-20
"Hastings-Sunrise",2018,3,86,3月 2018,64,34.375
"Hastings-Sunrise",2018,5,85,5月 2018,86,-1.16279069767442
"Hastings-Sunrise",2018,7,73,7月 2018,85,-14.1176470588235
"Hastings-Sunrise",2018,9,88,9月 2018,73,20.5479452054795
"Hastings-Sunrise",2018,11,78,11月 2018,88,-11.3636363636364
"Hastings-Sunrise",2019,1,109,1月 2019,78,39.7435897435897
"Hastings-Sunrise",2019,3,78,3月 2019,109,-28.4403669724771
"Hastings-Sunrise",2019,5,97,5月 2019,78,24.3589743589744
"Hastings-Sunrise",2019,7,88,7月 2019,97,-9.27835051546392
"Hastings-Sunrise",2019,9,95,9月 2019,88,7.95454545454545
"Hastings-Sunrise",2019,11,85,11月 2019,95,-10.5263157894737
"Hastings-Sunrise",2020,1,90,1月 2020,85,5.88235294117647
"Hastings-Sunrise",2020,3,88,3月 2020,90,-2.22222222222222
"Hastings-Sunrise",2020,5,58,5月 2020,88,-34.0909090909091
"Hastings-Sunrise",2020,7,36,7月 2020,58,-37.9310344827586
"Hastings-Sunrise",2020,9,71,9月 2020,36,97.2222222222222
"Hastings-Sunrise",2020,11,50,11月 2020,71,-29.5774647887324
"Hastings-Sunrise",2021,1,67,1月 2021,50,34
"Hastings-Sunrise",2021,3,61,3月 2021,67,-8.95522388059701
"Hastings-Sunrise",2021,5,69,5月 2021,61,13.1147540983607
"Hastings-Sunrise",2021,7,68,7月 2021,69,-1.44927536231884
"Hastings-Sunrise",2021,9,67,9月 2021,68,-1.47058823529412
"Hastings-Sunrise",2021,11,65,11月 2021,67,-2.98507462686567
"Hastings-Sunrise",2022,1,44,1月 2022,65,-32.3076923076923
"Hastings-Sunrise",2022,3,33,3月 2022,44,-25
"Hastings-Sunrise",2022,5,52,5月 2022,33,57.5757575757576
"Hastings-Sunrise",2022,7,53,7月 2022,52,1.92307692307692
"Hastings-Sunrise",2022,9,64,9月 2022,53,20.7547169811321
"Hastings-Sunrise",2022,11,49,11月 2022,64,-23.4375
"Hastings-Sunrise",2023,1,55,1月 2023,49,12.2448979591837
"Hastings-Sunrise",2023,3,55,3月 2023,55,0
"Hastings-Sunrise",2023,5,41,5月 2023,55,-25.4545454545455
"Hastings-Sunrise",2023,7,59,7月 2023,41,43.9024390243902
"Hastings-Sunrise",2023,9,43,9月 2023,59,-27.1186440677966
"Hastings-Sunrise",2023,11,36,11月 2023,43,-16.2790697674419
"Hastings-Sunrise",2024,1,37,1月 2024,36,2.77777777777778
"Hastings-Sunrise",2024,3,50,3月 2024,37,35.1351351351351
"Hastings-Sunrise",2024,5,28,5月 2024,50,-44
"Hastings-Sunrise",2024,7,38,7月 2024,28,35.7142857142857
"Hastings-Sunrise",2024,9,32,9月 2024,38,-15.7894736842105
"Hastings-Sunrise",2024,11,37,11月 2024,32,15.625
"Hastings-Sunrise",2025,1,39,1月 2025,37,5.40540540540541
"Hastings-Sunrise",2025,3,8,3月 2025,39,-79.4871794871795
"Kensington-Cedar Cottage",2003,1,143,1月 2003,NA,NA
"Kensington-Cedar Cottage",2003,3,118,3月 2003,143,-17.4825174825175
"Kensington-Cedar Cottage",2003,5,133,5月 2003,118,12.7118644067797
"Kensington-Cedar Cottage",2003,7,121,7月 2003,133,-9.02255639097744
"Kensington-Cedar Cottage",2003,9,118,9月 2003,121,-2.47933884297521
"Kensington-Cedar Cottage",2003,11,102,11月 2003,118,-13.5593220338983
"Kensington-Cedar Cottage",2004,1,124,1月 2004,102,21.5686274509804
"Kensington-Cedar Cottage",2004,3,126,3月 2004,124,1.61290322580645
"Kensington-Cedar Cottage",2004,5,135,5月 2004,126,7.14285714285714
"Kensington-Cedar Cottage",2004,7,125,7月 2004,135,-7.40740740740741
"Kensington-Cedar Cottage",2004,9,153,9月 2004,125,22.4
"Kensington-Cedar Cottage",2004,11,196,11月 2004,153,28.1045751633987
"Kensington-Cedar Cottage",2005,1,155,1月 2005,196,-20.9183673469388
"Kensington-Cedar Cottage",2005,3,108,3月 2005,155,-30.3225806451613
"Kensington-Cedar Cottage",2005,5,102,5月 2005,108,-5.55555555555556
"Kensington-Cedar Cottage",2005,7,142,7月 2005,102,39.2156862745098
"Kensington-Cedar Cottage",2005,9,91,9月 2005,142,-35.9154929577465
"Kensington-Cedar Cottage",2005,11,138,11月 2005,91,51.6483516483516
"Kensington-Cedar Cottage",2006,1,147,1月 2006,138,6.52173913043478
"Kensington-Cedar Cottage",2006,3,129,3月 2006,147,-12.2448979591837
"Kensington-Cedar Cottage",2006,5,96,5月 2006,129,-25.5813953488372
"Kensington-Cedar Cottage",2006,7,102,7月 2006,96,6.25
"Kensington-Cedar Cottage",2006,9,90,9月 2006,102,-11.7647058823529
"Kensington-Cedar Cottage",2006,11,124,11月 2006,90,37.7777777777778
"Kensington-Cedar Cottage",2007,1,94,1月 2007,124,-24.1935483870968
"Kensington-Cedar Cottage",2007,3,98,3月 2007,94,4.25531914893617
"Kensington-Cedar Cottage",2007,5,68,5月 2007,98,-30.6122448979592
"Kensington-Cedar Cottage",2007,7,103,7月 2007,68,51.4705882352941
"Kensington-Cedar Cottage",2007,9,90,9月 2007,103,-12.621359223301
"Kensington-Cedar Cottage",2007,11,79,11月 2007,90,-12.2222222222222
"Kensington-Cedar Cottage",2008,1,90,1月 2008,79,13.9240506329114
"Kensington-Cedar Cottage",2008,3,93,3月 2008,90,3.33333333333333
"Kensington-Cedar Cottage",2008,5,86,5月 2008,93,-7.52688172043011
"Kensington-Cedar Cottage",2008,7,66,7月 2008,86,-23.2558139534884
"Kensington-Cedar Cottage",2008,9,80,9月 2008,66,21.2121212121212
"Kensington-Cedar Cottage",2008,11,84,11月 2008,80,5
"Kensington-Cedar Cottage",2009,1,79,1月 2009,84,-5.95238095238095
"Kensington-Cedar Cottage",2009,3,63,3月 2009,79,-20.253164556962
"Kensington-Cedar Cottage",2009,5,78,5月 2009,63,23.8095238095238
"Kensington-Cedar Cottage",2009,7,87,7月 2009,78,11.5384615384615
"Kensington-Cedar Cottage",2009,9,70,9月 2009,87,-19.5402298850575
"Kensington-Cedar Cottage",2009,11,66,11月 2009,70,-5.71428571428571
"Kensington-Cedar Cottage",2010,1,126,1月 2010,66,90.9090909090909
"Kensington-Cedar Cottage",2010,3,73,3月 2010,126,-42.0634920634921
"Kensington-Cedar Cottage",2010,5,64,5月 2010,73,-12.3287671232877
"Kensington-Cedar Cottage",2010,7,50,7月 2010,64,-21.875
"Kensington-Cedar Cottage",2010,9,70,9月 2010,50,40
"Kensington-Cedar Cottage",2010,11,90,11月 2010,70,28.5714285714286
"Kensington-Cedar Cottage",2011,1,69,1月 2011,90,-23.3333333333333
"Kensington-Cedar Cottage",2011,3,68,3月 2011,69,-1.44927536231884
