"geo_local_area","year","month","crime_count","date","prev_crime_count","pct_change"
"Kensington-Cedar Cottage",2011,5,43,5月 2011,68,-36.7647058823529
"Kensington-Cedar Cottage",2011,7,70,7月 2011,43,62.7906976744186
"Kensington-Cedar Cottage",2011,9,64,9月 2011,70,-8.57142857142857
"Kensington-Cedar Cottage",2011,11,45,11月 2011,64,-29.6875
"Kensington-Cedar Cottage",2012,1,60,1月 2012,45,33.3333333333333
"Kensington-Cedar Cottage",2012,3,65,3月 2012,60,8.33333333333333
"Kensington-Cedar Cottage",2012,5,54,5月 2012,65,-16.9230769230769
"Kensington-Cedar Cottage",2012,7,63,7月 2012,54,16.6666666666667
"Kensington-Cedar Cottage",2012,9,58,9月 2012,63,-7.93650793650794
"Kensington-Cedar Cottage",2012,11,62,11月 2012,58,6.89655172413793
"Kensington-Cedar Cottage",2013,1,68,1月 2013,62,9.67741935483871
"Kensington-Cedar Cottage",2013,3,76,3月 2013,68,11.7647058823529
"Kensington-Cedar Cottage",2013,5,89,5月 2013,76,17.1052631578947
"Kensington-Cedar Cottage",2013,7,79,7月 2013,89,-11.2359550561798
"Kensington-Cedar Cottage",2013,9,71,9月 2013,79,-10.126582278481
"Kensington-Cedar Cottage",2013,11,116,11月 2013,71,63.3802816901408
"Kensington-Cedar Cottage",2014,1,116,1月 2014,116,0
"Kensington-Cedar Cottage",2014,3,69,3月 2014,116,-40.5172413793103
"Kensington-Cedar Cottage",2014,5,70,5月 2014,69,1.44927536231884
"Kensington-Cedar Cottage",2014,7,89,7月 2014,70,27.1428571428571
"Kensington-Cedar Cottage",2014,9,83,9月 2014,89,-6.74157303370786
"Kensington-Cedar Cottage",2014,11,88,11月 2014,83,6.02409638554217
"Kensington-Cedar Cottage",2015,1,75,1月 2015,88,-14.7727272727273
"Kensington-Cedar Cottage",2015,3,78,3月 2015,75,4
"Kensington-Cedar Cottage",2015,5,67,5月 2015,78,-14.1025641025641
"Kensington-Cedar Cottage",2015,7,99,7月 2015,67,47.7611940298507
"Kensington-Cedar Cottage",2015,9,54,9月 2015,99,-45.4545454545455
"Kensington-Cedar Cottage",2015,11,90,11月 2015,54,66.6666666666667
"Kensington-Cedar Cottage",2016,1,106,1月 2016,90,17.7777777777778
"Kensington-Cedar Cottage",2016,3,95,3月 2016,106,-10.377358490566
"Kensington-Cedar Cottage",2016,5,82,5月 2016,95,-13.6842105263158
"Kensington-Cedar Cottage",2016,7,74,7月 2016,82,-9.75609756097561
"Kensington-Cedar Cottage",2016,9,73,9月 2016,74,-1.35135135135135
"Kensington-Cedar Cottage",2016,11,80,11月 2016,73,9.58904109589041
"Kensington-Cedar Cottage",2017,1,54,1月 2017,80,-32.5
"Kensington-Cedar Cottage",2017,3,63,3月 2017,54,16.6666666666667
"Kensington-Cedar Cottage",2017,5,69,5月 2017,63,9.52380952380952
"Kensington-Cedar Cottage",2017,7,76,7月 2017,69,10.1449275362319
"Kensington-Cedar Cottage",2017,9,63,9月 2017,76,-17.1052631578947
"Kensington-Cedar Cottage",2017,11,96,11月 2017,63,52.3809523809524
"Kensington-Cedar Cottage",2018,1,110,1月 2018,96,14.5833333333333
"Kensington-Cedar Cottage",2018,3,68,3月 2018,110,-38.1818181818182
"Kensington-Cedar Cottage",2018,5,75,5月 2018,68,10.2941176470588
"Kensington-Cedar Cottage",2018,7,56,7月 2018,75,-25.3333333333333
"Kensington-Cedar Cottage",2018,9,75,9月 2018,56,33.9285714285714
"Kensington-Cedar Cottage",2018,11,62,11月 2018,75,-17.3333333333333
"Kensington-Cedar Cottage",2019,1,84,1月 2019,62,35.4838709677419
"Kensington-Cedar Cottage",2019,3,63,3月 2019,84,-25
"Kensington-Cedar Cottage",2019,5,113,5月 2019,63,79.3650793650794
"Kensington-Cedar Cottage",2019,7,91,7月 2019,113,-19.4690265486726
"Kensington-Cedar Cottage",2019,9,115,9月 2019,91,26.3736263736264
"Kensington-Cedar Cottage",2019,11,108,11月 2019,115,-6.08695652173913
"Kensington-Cedar Cottage",2020,1,84,1月 2020,108,-22.2222222222222
"Kensington-Cedar Cottage",2020,3,68,3月 2020,84,-19.047619047619
"Kensington-Cedar Cottage",2020,5,61,5月 2020,68,-10.2941176470588
"Kensington-Cedar Cottage",2020,7,66,7月 2020,61,8.19672131147541
"Kensington-Cedar Cottage",2020,9,62,9月 2020,66,-6.06060606060606
"Kensington-Cedar Cottage",2020,11,67,11月 2020,62,8.06451612903226
"Kensington-Cedar Cottage",2021,1,80,1月 2021,67,19.4029850746269
"Kensington-Cedar Cottage",2021,3,61,3月 2021,80,-23.75
"Kensington-Cedar Cottage",2021,5,77,5月 2021,61,26.2295081967213
"Kensington-Cedar Cottage",2021,7,82,7月 2021,77,6.49350649350649
"Kensington-Cedar Cottage",2021,9,47,9月 2021,82,-42.6829268292683
"Kensington-Cedar Cottage",2021,11,50,11月 2021,47,6.38297872340426
"Kensington-Cedar Cottage",2022,1,67,1月 2022,50,34
"Kensington-Cedar Cottage",2022,3,62,3月 2022,67,-7.46268656716418
"Kensington-Cedar Cottage",2022,5,50,5月 2022,62,-19.3548387096774
"Kensington-Cedar Cottage",2022,7,60,7月 2022,50,20
"Kensington-Cedar Cottage",2022,9,64,9月 2022,60,6.66666666666667
"Kensington-Cedar Cottage",2022,11,59,11月 2022,64,-7.8125
"Kensington-Cedar Cottage",2023,1,87,1月 2023,59,47.4576271186441
"Kensington-Cedar Cottage",2023,3,75,3月 2023,87,-13.7931034482759
"Kensington-Cedar Cottage",2023,5,62,5月 2023,75,-17.3333333333333
"Kensington-Cedar Cottage",2023,7,58,7月 2023,62,-6.45161290322581
"Kensington-Cedar Cottage",2023,9,96,9月 2023,58,65.5172413793103
"Kensington-Cedar Cottage",2023,11,64,11月 2023,96,-33.3333333333333
"Kensington-Cedar Cottage",2024,1,75,1月 2024,64,17.1875
"Kensington-Cedar Cottage",2024,3,63,3月 2024,75,-16
"Kensington-Cedar Cottage",2024,5,55,5月 2024,63,-12.6984126984127
"Kensington-Cedar Cottage",2024,7,49,7月 2024,55,-10.9090909090909
"Kensington-Cedar Cottage",2024,9,48,9月 2024,49,-2.04081632653061
"Kensington-Cedar Cottage",2024,11,61,11月 2024,48,27.0833333333333
"Kensington-Cedar Cottage",2025,1,42,1月 2025,61,-31.1475409836066
"Kensington-Cedar Cottage",2025,3,34,3月 2025,42,-19.047619047619
"Kerrisdale",2003,1,38,1月 2003,NA,NA
"Kerrisdale",2003,3,27,3月 2003,38,-28.9473684210526
"Kerrisdale",2003,5,38,5月 2003,27,40.7407407407407
"Kerrisdale",2003,7,24,7月 2003,38,-36.8421052631579
"Kerrisdale",2003,9,39,9月 2003,24,62.5
"Kerrisdale",2003,11,34,11月 2003,39,-12.8205128205128
"Kerrisdale",2004,1,35,1月 2004,34,2.94117647058824
"Kerrisdale",2004,3,32,3月 2004,35,-8.57142857142857
"Kerrisdale",2004,5,41,5月 2004,32,28.125
"Kerrisdale",2004,7,28,7月 2004,41,-31.7073170731707
"Kerrisdale",2004,9,42,9月 2004,28,50
"Kerrisdale",2004,11,72,11月 2004,42,71.4285714285714
"Kerrisdale",2005,1,58,1月 2005,72,-19.4444444444444
"Kerrisdale",2005,3,67,3月 2005,58,15.5172413793103
"Kerrisdale",2005,5,36,5月 2005,67,-46.2686567164179
"Kerrisdale",2005,7,18,7月 2005,36,-50
"Kerrisdale",2005,9,28,9月 2005,18,55.5555555555556
"Kerrisdale",2005,11,32,11月 2005,28,14.2857142857143
"Kerrisdale",2006,1,61,1月 2006,32,90.625
"Kerrisdale",2006,3,27,3月 2006,61,-55.7377049180328
"Kerrisdale",2006,5,27,5月 2006,27,0
"Kerrisdale",2006,7,31,7月 2006,27,14.8148148148148
"Kerrisdale",2006,9,24,9月 2006,31,-22.5806451612903
"Kerrisdale",2006,11,32,11月 2006,24,33.3333333333333
"Kerrisdale",2007,1,22,1月 2007,32,-31.25
"Kerrisdale",2007,3,11,3月 2007,22,-50
"Kerrisdale",2007,5,23,5月 2007,11,109.090909090909
"Kerrisdale",2007,7,15,7月 2007,23,-34.7826086956522
"Kerrisdale",2007,9,33,9月 2007,15,120
"Kerrisdale",2007,11,16,11月 2007,33,-51.5151515151515
"Kerrisdale",2008,1,14,1月 2008,16,-12.5
"Kerrisdale",2008,3,23,3月 2008,14,64.2857142857143
"Kerrisdale",2008,5,7,5月 2008,23,-69.5652173913043
"Kerrisdale",2008,7,10,7月 2008,7,42.8571428571429
"Kerrisdale",2008,9,8,9月 2008,10,-20
"Kerrisdale",2008,11,16,11月 2008,8,100
"Kerrisdale",2009,1,30,1月 2009,16,87.5
"Kerrisdale",2009,3,12,3月 2009,30,-60
"Kerrisdale",2009,5,23,5月 2009,12,91.6666666666667
"Kerrisdale",2009,7,15,7月 2009,23,-34.7826086956522
"Kerrisdale",2009,9,16,9月 2009,15,6.66666666666667
"Kerrisdale",2009,11,28,11月 2009,16,75
"Kerrisdale",2010,1,22,1月 2010,28,-21.4285714285714
"Kerrisdale",2010,3,13,3月 2010,22,-40.9090909090909
"Kerrisdale",2010,5,23,5月 2010,13,76.9230769230769
"Kerrisdale",2010,7,10,7月 2010,23,-56.5217391304348
"Kerrisdale",2010,9,8,9月 2010,10,-20
"Kerrisdale",2010,11,16,11月 2010,8,100
"Kerrisdale",2011,1,27,1月 2011,16,68.75
"Kerrisdale",2011,3,23,3月 2011,27,-14.8148148148148
"Kerrisdale",2011,5,16,5月 2011,23,-30.4347826086957
"Kerrisdale",2011,7,24,7月 2011,16,50
"Kerrisdale",2011,9,21,9月 2011,24,-12.5
"Kerrisdale",2011,11,27,11月 2011,21,28.5714285714286
"Kerrisdale",2012,1,31,1月 2012,27,14.8148148148148
"Kerrisdale",2012,3,28,3月 2012,31,-9.67741935483871
"Kerrisdale",2012,5,14,5月 2012,28,-50
"Kerrisdale",2012,7,24,7月 2012,14,71.4285714285714
"Kerrisdale",2012,9,41,9月 2012,24,70.8333333333333
"Kerrisdale",2012,11,38,11月 2012,41,-7.31707317073171
"Kerrisdale",2013,1,18,1月 2013,38,-52.6315789473684
"Kerrisdale",2013,3,18,3月 2013,18,0
"Kerrisdale",2013,5,11,5月 2013,18,-38.8888888888889
"Kerrisdale",2013,7,8,7月 2013,11,-27.2727272727273
"Kerrisdale",2013,9,9,9月 2013,8,12.5
"Kerrisdale",2013,11,11,11月 2013,9,22.2222222222222
"Kerrisdale",2014,1,28,1月 2014,11,154.545454545455
"Kerrisdale",2014,3,14,3月 2014,28,-50
"Kerrisdale",2014,5,6,5月 2014,14,-57.1428571428571
"Kerrisdale",2014,7,20,7月 2014,6,233.333333333333
"Kerrisdale",2014,9,25,9月 2014,20,25
"Kerrisdale",2014,11,23,11月 2014,25,-8
"Kerrisdale",2015,1,30,1月 2015,23,30.4347826086957
"Kerrisdale",2015,3,21,3月 2015,30,-30
"Kerrisdale",2015,5,15,5月 2015,21,-28.5714285714286
"Kerrisdale",2015,7,15,7月 2015,15,0
"Kerrisdale",2015,9,21,9月 2015,15,40
"Kerrisdale",2015,11,46,11月 2015,21,119.047619047619
"Kerrisdale",2016,1,23,1月 2016,46,-50
"Kerrisdale",2016,3,22,3月 2016,23,-4.34782608695652
"Kerrisdale",2016,5,11,5月 2016,22,-50
"Kerrisdale",2016,7,18,7月 2016,11,63.6363636363636
"Kerrisdale",2016,9,10,9月 2016,18,-44.4444444444444
"Kerrisdale",2016,11,22,11月 2016,10,120
"Kerrisdale",2017,1,16,1月 2017,22,-27.2727272727273
"Kerrisdale",2017,3,19,3月 2017,16,18.75
"Kerrisdale",2017,5,19,5月 2017,19,0
"Kerrisdale",2017,7,22,7月 2017,19,15.7894736842105
"Kerrisdale",2017,9,16,9月 2017,22,-27.2727272727273
"Kerrisdale",2017,11,27,11月 2017,16,68.75
"Kerrisdale",2018,1,27,1月 2018,27,0
"Kerrisdale",2018,3,32,3月 2018,27,18.5185185185185
"Kerrisdale",2018,5,22,5月 2018,32,-31.25
"Kerrisdale",2018,7,16,7月 2018,22,-27.2727272727273
"Kerrisdale",2018,9,22,9月 2018,16,37.5
"Kerrisdale",2018,11,24,11月 2018,22,9.09090909090909
"Kerrisdale",2019,1,22,1月 2019,24,-8.33333333333333
"Kerrisdale",2019,3,16,3月 2019,22,-27.2727272727273
"Kerrisdale",2019,5,18,5月 2019,16,12.5
"Kerrisdale",2019,7,37,7月 2019,18,105.555555555556
"Kerrisdale",2019,9,31,9月 2019,37,-16.2162162162162
"Kerrisdale",2019,11,25,11月 2019,31,-19.3548387096774
"Kerrisdale",2020,1,18,1月 2020,25,-28
"Kerrisdale",2020,3,28,3月 2020,18,55.5555555555556
"Kerrisdale",2020,5,14,5月 2020,28,-50
"Kerrisdale",2020,7,8,7月 2020,14,-42.8571428571429
"Kerrisdale",2020,9,35,9月 2020,8,337.5
"Kerrisdale",2020,11,21,11月 2020,35,-40
"Kerrisdale",2021,1,27,1月 2021,21,28.5714285714286
"Kerrisdale",2021,3,21,3月 2021,27,-22.2222222222222
"Kerrisdale",2021,5,13,5月 2021,21,-38.0952380952381
"Kerrisdale",2021,7,20,7月 2021,13,53.8461538461538
"Kerrisdale",2021,9,20,9月 2021,20,0
"Kerrisdale",2021,11,12,11月 2021,20,-40
"Kerrisdale",2022,1,14,1月 2022,12,16.6666666666667
"Kerrisdale",2022,3,22,3月 2022,14,57.1428571428571
"Kerrisdale",2022,5,10,5月 2022,22,-54.5454545454545
"Kerrisdale",2022,7,13,7月 2022,10,30
"Kerrisdale",2022,9,14,9月 2022,13,7.69230769230769
"Kerrisdale",2022,11,3,11月 2022,14,-78.5714285714286
"Kerrisdale",2023,1,9,1月 2023,3,200
"Kerrisdale",2023,3,14,3月 2023,9,55.5555555555556
"Kerrisdale",2023,5,13,5月 2023,14,-7.14285714285714
"Kerrisdale",2023,7,9,7月 2023,13,-30.7692307692308
"Kerrisdale",2023,9,18,9月 2023,9,100
"Kerrisdale",2023,11,11,11月 2023,18,-38.8888888888889
"Kerrisdale",2024,1,5,1月 2024,11,-54.5454545454545
"Kerrisdale",2024,3,21,3月 2024,5,320
"Kerrisdale",2024,5,10,5月 2024,21,-52.3809523809524
"Kerrisdale",2024,7,14,7月 2024,10,40
"Kerrisdale",2024,9,12,9月 2024,14,-14.2857142857143
"Kerrisdale",2024,11,25,11月 2024,12,108.333333333333
"Kerrisdale",2025,1,21,1月 2025,25,-16
"Kerrisdale",2025,3,7,3月 2025,21,-66.6666666666667
"Killarney",2003,1,77,1月 2003,NA,NA
"Killarney",2003,3,43,3月 2003,77,-44.1558441558442
"Killarney",2003,5,72,5月 2003,43,67.4418604651163
"Killarney",2003,7,49,7月 2003,72,-31.9444444444444
"Killarney",2003,9,34,9月 2003,49,-30.6122448979592
"Killarney",2003,11,66,11月 2003,34,94.1176470588235
"Killarney",2004,1,53,1月 2004,66,-19.6969696969697
"Killarney",2004,3,81,3月 2004,53,52.8301886792453
"Killarney",2004,5,56,5月 2004,81,-30.8641975308642
"Killarney",2004,7,51,7月 2004,56,-8.92857142857143
"Killarney",2004,9,78,9月 2004,51,52.9411764705882
"Killarney",2004,11,82,11月 2004,78,5.12820512820513
"Killarney",2005,1,79,1月 2005,82,-3.65853658536585
"Killarney",2005,3,78,3月 2005,79,-1.26582278481013
"Killarney",2005,5,63,5月 2005,78,-19.2307692307692
"Killarney",2005,7,48,7月 2005,63,-23.8095238095238
"Killarney",2005,9,67,9月 2005,48,39.5833333333333
"Killarney",2005,11,107,11月 2005,67,59.7014925373134
"Killarney",2006,1,84,1月 2006,107,-21.4953271028037
"Killarney",2006,3,40,3月 2006,84,-52.3809523809524
"Killarney",2006,5,53,5月 2006,40,32.5
"Killarney",2006,7,38,7月 2006,53,-28.3018867924528
"Killarney",2006,9,43,9月 2006,38,13.1578947368421
"Killarney",2006,11,65,11月 2006,43,51.1627906976744
"Killarney",2007,1,58,1月 2007,65,-10.7692307692308
"Killarney",2007,3,58,3月 2007,58,0
"Killarney",2007,5,36,5月 2007,58,-37.9310344827586
"Killarney",2007,7,39,7月 2007,36,8.33333333333333
"Killarney",2007,9,47,9月 2007,39,20.5128205128205
"Killarney",2007,11,40,11月 2007,47,-14.8936170212766
"Killarney",2008,1,39,1月 2008,40,-2.5
"Killarney",2008,3,24,3月 2008,39,-38.4615384615385
"Killarney",2008,5,28,5月 2008,24,16.6666666666667
"Killarney",2008,7,37,7月 2008,28,32.1428571428571
"Killarney",2008,9,29,9月 2008,37,-21.6216216216216
"Killarney",2008,11,28,11月 2008,29,-3.44827586206897
"Killarney",2009,1,45,1月 2009,28,60.7142857142857
"Killarney",2009,3,30,3月 2009,45,-33.3333333333333
"Killarney",2009,5,33,5月 2009,30,10
"Killarney",2009,7,30,7月 2009,33,-9.09090909090909
"Killarney",2009,9,46,9月 2009,30,53.3333333333333
"Killarney",2009,11,39,11月 2009,46,-15.2173913043478
"Killarney",2010,1,29,1月 2010,39,-25.6410256410256
"Killarney",2010,3,53,3月 2010,29,82.7586206896552
"Killarney",2010,5,37,5月 2010,53,-30.188679245283
"Killarney",2010,7,25,7月 2010,37,-32.4324324324324
"Killarney",2010,9,40,9月 2010,25,60
"Killarney",2010,11,35,11月 2010,40,-12.5
"Killarney",2011,1,27,1月 2011,35,-22.8571428571429
"Killarney",2011,3,36,3月 2011,27,33.3333333333333
"Killarney",2011,5,36,5月 2011,36,0
"Killarney",2011,7,26,7月 2011,36,-27.7777777777778
"Killarney",2011,9,40,9月 2011,26,53.8461538461538
"Killarney",2011,11,29,11月 2011,40,-27.5
"Killarney",2012,1,44,1月 2012,29,51.7241379310345
"Killarney",2012,3,28,3月 2012,44,-36.3636363636364
"Killarney",2012,5,32,5月 2012,28,14.2857142857143
"Killarney",2012,7,32,7月 2012,32,0
"Killarney",2012,9,76,9月 2012,32,137.5
"Killarney",2012,11,24,11月 2012,76,-68.4210526315789
"Killarney",2013,1,41,1月 2013,24,70.8333333333333
"Killarney",2013,3,30,3月 2013,41,-26.8292682926829
"Killarney",2013,5,30,5月 2013,30,0
"Killarney",2013,7,25,7月 2013,30,-16.6666666666667
"Killarney",2013,9,24,9月 2013,25,-4
"Killarney",2013,11,36,11月 2013,24,50
"Killarney",2014,1,41,1月 2014,36,13.8888888888889
"Killarney",2014,3,30,3月 2014,41,-26.8292682926829
"Killarney",2014,5,18,5月 2014,30,-40
"Killarney",2014,7,26,7月 2014,18,44.4444444444444
"Killarney",2014,9,30,9月 2014,26,15.3846153846154
"Killarney",2014,11,33,11月 2014,30,10
"Killarney",2015,1,22,1月 2015,33,-33.3333333333333
"Killarney",2015,3,32,3月 2015,22,45.4545454545455
"Killarney",2015,5,44,5月 2015,32,37.5
"Killarney",2015,7,28,7月 2015,44,-36.3636363636364
"Killarney",2015,9,20,9月 2015,28,-28.5714285714286
"Killarney",2015,11,44,11月 2015,20,120
"Killarney",2016,1,30,1月 2016,44,-31.8181818181818
"Killarney",2016,3,26,3月 2016,30,-13.3333333333333
"Killarney",2016,5,45,5月 2016,26,73.0769230769231
"Killarney",2016,7,25,7月 2016,45,-44.4444444444444
"Killarney",2016,9,35,9月 2016,25,40
"Killarney",2016,11,28,11月 2016,35,-20
"Killarney",2017,1,22,1月 2017,28,-21.4285714285714
"Killarney",2017,3,33,3月 2017,22,50
"Killarney",2017,5,30,5月 2017,33,-9.09090909090909
"Killarney",2017,7,21,7月 2017,30,-30
"Killarney",2017,9,36,9月 2017,21,71.4285714285714
"Killarney",2017,11,40,11月 2017,36,11.1111111111111
"Killarney",2018,1,45,1月 2018,40,12.5
"Killarney",2018,3,33,3月 2018,45,-26.6666666666667
"Killarney",2018,5,35,5月 2018,33,6.06060606060606
"Killarney",2018,7,16,7月 2018,35,-54.2857142857143
"Killarney",2018,9,32,9月 2018,16,100
"Killarney",2018,11,45,11月 2018,32,40.625
"Killarney",2019,1,37,1月 2019,45,-17.7777777777778
"Killarney",2019,3,34,3月 2019,37,-8.10810810810811
"Killarney",2019,5,25,5月 2019,34,-26.4705882352941
"Killarney",2019,7,38,7月 2019,25,52
"Killarney",2019,9,63,9月 2019,38,65.7894736842105
"Killarney",2019,11,39,11月 2019,63,-38.0952380952381
"Killarney",2020,1,35,1月 2020,39,-10.2564102564103
"Killarney",2020,3,26,3月 2020,35,-25.7142857142857
"Killarney",2020,5,25,5月 2020,26,-3.84615384615385
"Killarney",2020,7,28,7月 2020,25,12
"Killarney",2020,9,34,9月 2020,28,21.4285714285714
"Killarney",2020,11,25,11月 2020,34,-26.4705882352941
"Killarney",2021,1,29,1月 2021,25,16
"Killarney",2021,3,21,3月 2021,29,-27.5862068965517
"Killarney",2021,5,30,5月 2021,21,42.8571428571429
"Killarney",2021,7,29,7月 2021,30,-3.33333333333333
"Killarney",2021,9,23,9月 2021,29,-20.6896551724138
"Killarney",2021,11,24,11月 2021,23,4.34782608695652
"Killarney",2022,1,31,1月 2022,24,29.1666666666667
"Killarney",2022,3,31,3月 2022,31,0
"Killarney",2022,5,21,5月 2022,31,-32.258064516129
"Killarney",2022,7,20,7月 2022,21,-4.76190476190476
"Killarney",2022,9,36,9月 2022,20,80
"Killarney",2022,11,34,11月 2022,36,-5.55555555555556
"Killarney",2023,1,40,1月 2023,34,17.6470588235294
"Killarney",2023,3,21,3月 2023,40,-47.5
"Killarney",2023,5,21,5月 2023,21,0
"Killarney",2023,7,27,7月 2023,21,28.5714285714286
"Killarney",2023,9,27,9月 2023,27,0
"Killarney",2023,11,35,11月 2023,27,29.6296296296296
"Killarney",2024,1,28,1月 2024,35,-20
"Killarney",2024,3,31,3月 2024,28,10.7142857142857
"Killarney",2024,5,24,5月 2024,31,-22.5806451612903
"Killarney",2024,7,24,7月 2024,24,0
"Killarney",2024,9,15,9月 2024,24,-37.5
"Killarney",2024,11,23,11月 2024,15,53.3333333333333
"Killarney",2025,1,21,1月 2025,23,-8.69565217391304
"Killarney",2025,3,3,3月 2025,21,-85.7142857142857
"Kitsilano",2003,1,235,1月 2003,NA,NA
"Kitsilano",2003,3,210,3月 2003,235,-10.6382978723404
"Kitsilano",2003,5,217,5月 2003,210,3.33333333333333
"Kitsilano",2003,7,148,7月 2003,217,-31.7972350230415
"Kitsilano",2003,9,175,9月 2003,148,18.2432432432432
"Kitsilano",2003,11,154,11月 2003,175,-12
"Kitsilano",2004,1,205,1月 2004,154,33.1168831168831
"Kitsilano",2004,3,188,3月 2004,205,-8.29268292682927
"Kitsilano",2004,5,160,5月 2004,188,-14.8936170212766
"Kitsilano",2004,7,159,7月 2004,160,-0.625
"Kitsilano",2004,9,204,9月 2004,159,28.3018867924528
"Kitsilano",2004,11,161,11月 2004,204,-21.078431372549
"Kitsilano",2005,1,193,1月 2005,161,19.8757763975155
"Kitsilano",2005,3,200,3月 2005,193,3.62694300518135
"Kitsilano",2005,5,152,5月 2005,200,-24
"Kitsilano",2005,7,164,7月 2005,152,7.89473684210526
"Kitsilano",2005,9,150,9月 2005,164,-8.53658536585366
"Kitsilano",2005,11,143,11月 2005,150,-4.66666666666667
"Kitsilano",2006,1,215,1月 2006,143,50.3496503496503
"Kitsilano",2006,3,127,3月 2006,215,-40.9302325581395
"Kitsilano",2006,5,103,5月 2006,127,-18.8976377952756
"Kitsilano",2006,7,117,7月 2006,103,13.5922330097087
"Kitsilano",2006,9,155,9月 2006,117,32.4786324786325
"Kitsilano",2006,11,206,11月 2006,155,32.9032258064516
"Kitsilano",2007,1,163,1月 2007,206,-20.873786407767
"Kitsilano",2007,3,98,3月 2007,163,-39.8773006134969
"Kitsilano",2007,5,92,5月 2007,98,-6.12244897959184
"Kitsilano",2007,7,92,7月 2007,92,0
"Kitsilano",2007,9,109,9月 2007,92,18.4782608695652
"Kitsilano",2007,11,99,11月 2007,109,-9.1743119266055
"Kitsilano",2008,1,104,1月 2008,99,5.05050505050505
"Kitsilano",2008,3,108,3月 2008,104,3.84615384615385
"Kitsilano",2008,5,95,5月 2008,108,-12.037037037037
"Kitsilano",2008,7,90,7月 2008,95,-5.26315789473684
"Kitsilano",2008,9,77,9月 2008,90,-14.4444444444444
"Kitsilano",2008,11,100,11月 2008,77,29.8701298701299
"Kitsilano",2009,1,144,1月 2009,100,44
"Kitsilano",2009,3,83,3月 2009,144,-42.3611111111111
"Kitsilano",2009,5,100,5月 2009,83,20.4819277108434
"Kitsilano",2009,7,76,7月 2009,100,-24
"Kitsilano",2009,9,68,9月 2009,76,-10.5263157894737
"Kitsilano",2009,11,135,11月 2009,68,98.5294117647059
"Kitsilano",2010,1,94,1月 2010,135,-30.3703703703704
"Kitsilano",2010,3,68,3月 2010,94,-27.6595744680851
"Kitsilano",2010,5,81,5月 2010,68,19.1176470588235
"Kitsilano",2010,7,101,7月 2010,81,24.6913580246914
"Kitsilano",2010,9,82,9月 2010,101,-18.8118811881188
"Kitsilano",2010,11,78,11月 2010,82,-4.8780487804878
"Kitsilano",2011,1,68,1月 2011,78,-12.8205128205128
"Kitsilano",2011,3,102,3月 2011,68,50
"Kitsilano",2011,5,59,5月 2011,102,-42.156862745098
"Kitsilano",2011,7,86,7月 2011,59,45.7627118644068
"Kitsilano",2011,9,78,9月 2011,86,-9.30232558139535
"Kitsilano",2011,11,79,11月 2011,78,1.28205128205128
"Kitsilano",2012,1,86,1月 2012,79,8.86075949367089
"Kitsilano",2012,3,61,3月 2012,86,-29.0697674418605
"Kitsilano",2012,5,83,5月 2012,61,36.0655737704918
"Kitsilano",2012,7,106,7月 2012,83,27.710843373494
"Kitsilano",2012,9,91,9月 2012,106,-14.1509433962264
"Kitsilano",2012,11,85,11月 2012,91,-6.59340659340659
"Kitsilano",2013,1,81,1月 2013,85,-4.70588235294118
"Kitsilano",2013,3,123,3月 2013,81,51.8518518518519
"Kitsilano",2013,5,75,5月 2013,123,-39.0243902439024
"Kitsilano",2013,7,69,7月 2013,75,-8
"Kitsilano",2013,9,66,9月 2013,69,-4.34782608695652
"Kitsilano",2013,11,82,11月 2013,66,24.2424242424242
"Kitsilano",2014,1,98,1月 2014,82,19.5121951219512
"Kitsilano",2014,3,59,3月 2014,98,-39.7959183673469
"Kitsilano",2014,5,85,5月 2014,59,44.0677966101695
"Kitsilano",2014,7,67,7月 2014,85,-21.1764705882353
"Kitsilano",2014,9,115,9月 2014,67,71.6417910447761
"Kitsilano",2014,11,83,11月 2014,115,-27.8260869565217
"Kitsilano",2015,1,118,1月 2015,83,42.1686746987952
"Kitsilano",2015,3,82,3月 2015,118,-30.5084745762712
"Kitsilano",2015,5,97,5月 2015,82,18.2926829268293
"Kitsilano",2015,7,104,7月 2015,97,7.21649484536082
"Kitsilano",2015,9,90,9月 2015,104,-13.4615384615385
"Kitsilano",2015,11,109,11月 2015,90,21.1111111111111
"Kitsilano",2016,1,135,1月 2016,109,23.8532110091743
"Kitsilano",2016,3,90,3月 2016,135,-33.3333333333333
"Kitsilano",2016,5,105,5月 2016,90,16.6666666666667
"Kitsilano",2016,7,134,7月 2016,105,27.6190476190476
"Kitsilano",2016,9,103,9月 2016,134,-23.134328358209
"Kitsilano",2016,11,84,11月 2016,103,-18.4466019417476
"Kitsilano",2017,1,73,1月 2017,84,-13.0952380952381
"Kitsilano",2017,3,95,3月 2017,73,30.1369863013699
"Kitsilano",2017,5,104,5月 2017,95,9.47368421052632
"Kitsilano",2017,7,142,7月 2017,104,36.5384615384615
"Kitsilano",2017,9,81,9月 2017,142,-42.9577464788732
"Kitsilano",2017,11,93,11月 2017,81,14.8148148148148
"Kitsilano",2018,1,124,1月 2018,93,33.3333333333333
"Kitsilano",2018,3,94,3月 2018,124,-24.1935483870968
"Kitsilano",2018,5,109,5月 2018,94,15.9574468085106
"Kitsilano",2018,7,111,7月 2018,109,1.8348623853211
"Kitsilano",2018,9,111,9月 2018,111,0
"Kitsilano",2018,11,92,11月 2018,111,-17.1171171171171
